POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,36,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX 250F,7,X,15,1,25
2,17,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,6,-,0,2,22
3,108,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,9,-,0,3,20
4,44,Jordon Smith,"Belmont, NC",KTM 250SX-F Factory Editi,4,-,0,4,18
5,16,Zach Osborne,"Abingdon, VA",Husqvarna FC250,2,-,0,5,16
6,183,Lorenzo Locurcio,"Cairo, GA",Yamaha YZ250F,15,-,0,6,15
7,42,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z250,12,-,0,7,14
8,26,Alex Martin,"Millville, MN",KTM 250SX-F Factory Editi,1,-,0,8,13
9,50,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,11,-,0,9,12
10,70,Dakota Alix,"Jay, VT",KTM 250 SX-F,8,-,0,10,11
11,54,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,17,-,0,11,10
12,49,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,13,-,0,12,9
13,72,Cole Thompson,"Brigden, Canada",KTM 250 SX-F,18,-,0,13,8
14,48,Christian Craig,"Corona, CA",Honda CRF 250,3,-,0,14,7
15,62,Jesse Wentland,"Tallahassee, FL",Honda CRF 250,16,-,0,15,6
16,40,Fredrik Noren,Sweden,Honda CRF 250,19,-,0,16,5
17,93,Joshua Cartwright,"Tallahassee, FL",Yamaha YZ250F,14,-,0,17,4
18,285,Tony Archer,"Waldorf, MD",Honda CRF 250,21,-,0,18,3
19,558,Jerry Robin,"Corcoran, MN",Yamaha YZ250F,10,-,0,19,2
20,559,Dylan Merriam,"Corona, CA",Yamaha YZ250F,20,-,0,20,1
21,313,Kyle Swanson,"Adkins, TX",Kawasaki KX 250F,22,-,0,21,1
22,45,Mitchell Harrison,"Tallahassee, FL",Yamaha YZ250F,5,-,0,22,1
