POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,16,Zach Osborne,"Abingdon, VA",Husqvarna FC250,2,-,10,1,25
2,108,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,3,-,0,2,22
3,44,Jordon Smith,"Belmont, NC",KTM 250SX-F Factory Editi,6,-,0,3,20
4,36,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX 250F,1,X,0,4,18
5,48,Christian Craig,"Corona, CA",Honda CRF 250,4,-,0,5,16
6,42,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z250,9,-,0,6,15
7,50,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,7,-,0,7,14
8,17,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,8,-,8,8,13
9,128,Cameron Mcadoo,"Sioux City, IA",Honda CRF 250,5,-,0,9,12
10,49,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,14,-,0,10,11
11,54,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,13,-,0,11,10
12,40,Fredrik Noren,"West Farmington, OH",Honda CRF 250,12,-,0,12,9
13,45,Mitchell Harrison,"Tallahassee, FL",Yamaha YZ250F,10,-,0,13,8
14,62,Jesse Wentland,"Tallahassee, FL",Honda CRF 250,17,-,0,14,7
15,65,Paul Coates,"Zephyrhills, FL",Yamaha YZ250F,21,-,0,15,6
16,81,Henry Miller,"Rochester, MN",Yamaha YZ250F,19,-,0,16,5
17,78,Nick Gaines,"Ringgold, GA",Yamaha YZ250F,16,-,0,17,4
18,93,Joshua Cartwright,"Tallahassee, FL",Yamaha YZ250F,22,-,0,18,3
19,558,Jerry Robin,"Corcoran, MN",Yamaha YZ250F,11,-,0,19,2
20,641,Keith Tucker,"Fuquay Varina, NC",Yamaha YZ250F,18,-,0,20,1
21,740,Lane Staley,"Chillicothe, OH",Kawasaki KX 250F,20,-,0,21,1
22,88,John Short,"Pilot Point, TX",Suzuki RM-Z250,15,-,0,22,1
