POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,16,Zach Osborne,"Abingdon, VA",Husqvarna FC250,5,-,11,1,25
2,36,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX 250F,3,-,0,2,22
3,48,Christian Craig,"Corona, CA",Honda CRF 250,4,-,0,3,20
4,39,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,1,-,0,4,18
5,108,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,2,X,4,5,16
6,17,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,7,-,2,6,15
7,44,Jordon Smith,"Belmont, NC",KTM 250SX-F Factory Editi,6,-,0,7,14
8,56,Kyle Peters,"Greensboro, NC",Suzuki RM-Z250,19,-,0,8,13
9,128,Cameron Mcadoo,"Sioux City, IA",Honda CRF 250,13,-,0,9,12
10,49,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,8,-,0,10,11
11,45,Mitchell Harrison,"Tallahassee, FL",Yamaha YZ250F,11,-,0,11,10
12,72,Cole Thompson,"Brigden, Canada",KTM 250 SX-F,17,-,0,12,9
13,62,Jesse Wentland,"Tallahassee, FL",Honda CRF 250,22,-,0,13,8
14,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,15,-,0,14,7
15,26,Alex Martin,"Millville, MN",KTM 250SX-F Factory Editi,10,-,0,15,6
16,54,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,18,-,0,16,5
17,40,Fredrik Noren,Sweden,Honda CRF 250,20,-,0,17,4
18,50,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,12,-,0,18,3
19,88,John Short,"Pilot Point, TX",Suzuki RM-Z250,16,-,0,19,2
20,93,Joshua Cartwright,"Tallahassee, FL",Yamaha YZ250F,21,-,0,20,1
21,183,Lorenzo Locurcio,"Cairo, GA",Yamaha YZ250F,9,-,0,21,1
22,81,Henry Miller,"Rochester, MN",Yamaha YZ250F,14,-,0,22,1
