POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,44,Jordon Smith,"Belmont, NC",KTM 250SX-F Factory Editi,18,-,4,1,25
2,17,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,2,-,4,2,22
3,36,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX 250F,1,X,1,3,20
4,108,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,3,-,9,4,18
5,42,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z250,19,-,0,5,16
6,45,Mitchell Harrison,"Tallahassee, FL",Yamaha YZ250F,5,-,0,6,15
7,48,Christian Craig,"Corona, CA",Honda CRF 250,22,-,0,7,14
8,54,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,12,-,0,8,13
9,49,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,10,-,0,9,12
10,50,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,6,-,0,10,11
11,183,Lorenzo Locurcio,"Cairo, GA",Yamaha YZ250F,9,-,0,11,10
12,62,Jesse Wentland,"Tallahassee, FL",Honda CRF 250,8,-,0,12,9
13,93,Joshua Cartwright,"Tallahassee, FL",Yamaha YZ250F,11,-,0,13,8
14,81,Henry Miller,"Rochester, MN",Yamaha YZ250F,13,-,0,14,7
15,65,Paul Coates,"Zephyrhills, FL",Yamaha YZ250F,17,-,0,15,6
16,170,Zack Williams,"Elko, MN",Yamaha YZ250F,20,-,0,16,5
17,641,Keith Tucker,"Fuquay Varina, NC",Yamaha YZ250F,14,-,0,17,4
18,16,Zach Osborne,"Abingdon, VA",Husqvarna FC250,4,-,0,18,3
19,309,Jeremy Smith,"Marmora, NJ",Yamaha YZ250F,15,-,0,19,2
20,558,Jerry Robin,"Corcoran, MN",Yamaha YZ250F,16,-,0,20,1
21,931,Gradie Featherstone,"England, United Kingdom",Yamaha YZ250F,21,-,0,21,1
