POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,16,Zach Osborne,"Abingdon, VA",Husqvarna FC250,1,-,13,1,25
2,26,Alex Martin,"Millville, MN",KTM 250SX-F Factory Editi,9,-,0,2,22
3,39,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,11,-,0,3,20
4,17,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,3,-,0,4,18
5,44,Jordon Smith,"Belmont, NC",KTM 250SX-F Factory Editi,5,X,5,5,16
6,50,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,19,-,0,6,15
7,36,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX 250F,2,-,0,7,14
8,40,Fredrik Noren,"West Farmington, OH",Honda CRF 250,12,-,0,8,13
9,56,Kyle Peters,"Greensboro, NC",Suzuki RM-Z250,7,-,0,9,12
10,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,6,-,0,10,11
11,45,Mitchell Harrison,"Tallahassee, FL",Yamaha YZ250F,8,-,0,11,10
12,42,Kyle Cunningham,"Willow Park, TX",Yamaha YZ250F,20,-,0,12,9
13,128,Cameron Mcadoo,"Sioux City, IA",Honda CRF 250,13,-,0,13,8
14,54,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,15,-,0,14,7
15,183,Lorenzo Locurcio,"Cairo, GA",Yamaha YZ250F,14,-,0,15,6
16,72,Cole Thompson,"Brigden, Canada",KTM 250 SX-F,10,-,0,16,5
17,62,Jesse Wentland,"Tallahassee, FL",Honda CRF 250,18,-,0,17,4
18,108,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,4,-,0,18,3
19,70,Dakota Alix,"Jay, VT",KTM 250 SX-F,17,-,0,19,2
20,81,Henry Miller,"Rochester, MN",Yamaha YZ250F,16,-,0,20,1
21,65,Paul Coates,"Zephyrhills, FL",Yamaha YZ250F,22,-,0,21,1
22,285,Tony Archer,"Waldorf, MD",Honda CRF 250,21,-,0,22,1
