POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,46,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,1,-,5,1,25
2,24,Austin Forkner,"Richards, MO",Kawasaki KX 250F,3,-,0,2,22
3,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,6,-,0,3,20
4,57,James Decotis,"Peabody, MA",Honda CRF 250,10,-,0,4,18
5,122,Dan Reardon,"Menifee, CA",Yamaha YZ250F,5,-,0,5,16
6,6,Jeremy Martin,"Millville, MN",Honda CRF 250,4,-,0,6,15
7,30,Martin Davalos,"Clermont, FL",Husqvarna FC250,7,-,0,7,14
8,53,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,9,-,0,8,13
9,64,Hayden Mellross,Australia,Yamaha YZ250F,15,-,0,9,12
10,11,Kyle Chisholm,"Valrico, FL",Honda CRF 250,14,-,0,10,11
11,59,Noah Mcconahy,"Spokane, WA",Yamaha YZ250F,8,-,0,11,10
12,338,Ryan Surratt,"Corona, CA",Kawasaki KX 250F,16,-,0,12,9
13,244,Justin Hoeft,"Castaic, CA",Yamaha YZ250F,13,-,0,13,8
14,95,Aj Catanzaro,"Reston, VA",Yamaha YZ250F,17,-,0,14,7
15,71,Justin Starling,"Deland, FL",Husqvarna FC250,12,-,0,15,6
16,902,Killian Auberson,"Corona, CA",KTM 250 SX-F,11,-,0,16,5
17,76,Scott Champion,"Orange, CA",Yamaha YZ250F,20,-,0,17,4
18,58,Chris Alldredge,"Powell Butte, OR",Yamaha YZ250F,19,-,0,18,3
19,99,Chase Marquier,"Newcastle, OK",Honda CRF 250,18,-,0,19,2
20,448,Broc Shoemaker,"Santa Clarita, CA",Yamaha YZ250F,21,-,0,20,1
21,87,Chris Howell,"Spokane Valley, WA",Husqvarna FC250,22,-,0,21,1
22,38,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,2,X,15,22,1
