POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,38,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,1,-,2,1,25
2,46,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,2,-,0,2,22
3,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,5,-,0,3,20
4,30,Martin Davalos,"Clermont, FL",Husqvarna FC250,3,-,6,4,18
5,24,Austin Forkner,"Richards, MO",Kawasaki KX 250F,6,-,0,5,16
6,57,James Decotis,"Peabody, MA",Honda CRF 250,8,X,10,6,15
7,6,Jeremy Martin,"Millville, MN",Honda CRF 250,4,-,0,7,14
8,37,Phillip Nicoletti,"Bethel, NY",Suzuki RM-Z250,14,-,0,8,13
9,64,Hayden Mellross,"Clermont, FL",Yamaha YZ250F,11,-,0,9,12
10,100,Joshua Hansen,"Elbert, CO",Husqvarna FC250,7,-,0,10,11
11,52,Tyler Bowers,"Corona, CA",Yamaha YZ250F,10,-,0,11,10
12,53,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,22,-,0,12,9
13,99,Chase Marquier,"Newcastle, OK",Honda CRF 250,16,-,0,13,8
14,71,Justin Starling,"Deland, FL",KTM 250SX-F Factory Editi,19,-,0,14,7
15,76,Scott Champion,"Orange, CA",Yamaha YZ250F,21,-,0,15,6
16,11,Kyle Chisholm,"Valrico, FL",Honda CRF 250,15,-,0,16,5
17,122,Dan Reardon,"Menifee, CA",Yamaha YZ250F,12,-,0,17,4
18,902,Killian Auberson,Switzerland,KTM 250 SX-F,18,-,0,18,3
19,203,Zachary Commans,"Seal Beach, CA",Kawasaki KX 250F,20,-,0,19,2
20,95,Aj Catanzaro,"Reston, VA",Yamaha YZ250F,13,-,0,20,1
21,74,Bradley Taft,"Nixa, MO",Yamaha YZ250F,9,-,0,21,1
22,179,Jon Ames,"Riverside, CA",Yamaha YZ250F,17,-,0,22,1
