POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,0:57.746,Monster Energy Kawasaki
2,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,3.598,0:57.740,Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,7.539,0:57.695,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
4,22,Chad Reed,"Dade City, FL",Honda CRF 450,9.730,0:58.168,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,31.475,0:58.184,Team Honda Muscle Milk
6,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,35.833,0:58.945,Monster Energy Kawasaki
7,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,41.500,0:58.266,Yoshimura Suzuki Factory Racing
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,43.818,0:59.698,RCH/Dodge/Suzuki
9,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,45.603,0:59.078,BTO Sports/KTM/Palmetto Motorsports/Fly Racing/Bubba Burger/Witt's End Racing
10,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F Factory Edit,46.549,0:59.279,BTO Sports - KTM
11,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,51.530,0:59.351,Toyota/JGRMX/Yamaha 
12,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,19 Laps,0:59.998,N-Fab TiLUBE Yamaha
13,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,7.151,1:00.751,RCH/Dodge/Suzuki
14,57,Ben Lamay,"Wasilla, AK",Yamaha YZ450F,17.050,1:01.526,Rock River Yamaha/Oneal/LBeardsleycpa.com
15,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,31.296,1:01.321,N-Fab TiLUBE Yamaha
16,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,45.506,1:02.345,N-Fab TiLUBE Yamaha
17,64,Justin Sipes,"Flaherty, KY",Kawasaki KX 450F,18 Laps,1:01.202,Gateway Cycles/The Privateer Journey/Fly Racing/Hammer Nutrition/Scott USA/Wisehart Premium Fitness/Sunstar/TiLube/Dunlop/Wiseco/Pro Taper
18,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,20.999,1:00.439,HYPER-X/R2MX/PRORIDE/FLY/UTOPIA/BOLT HARDWARE/
19,54,Les Smith,"York, SC",KTM 450 SX-F Factory Edit,17 Laps,1:01.228,BTO Sports/KTM
20,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,3 Laps,1:02.102,Motoconcepts Racing/Smartop/JT Racing/FMF
