POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,0:46.866,Monster Energy Kawasaki
2,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,1.528,0:46.873,"
Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace "
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,3.980,0:46.933,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
4,41,Trey Canard,"Shawnee, OK",Honda CRF 450,25.658,0:47.573,Team Honda Muscle Milk
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,33.142,0:47.506,Team Honda Muscle Milk
6,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,42.883,0:48.507,Toyota/JGRMX/Yamaha 
7,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,52.929,0:48.606,RCH/Dodge/Suzuki
8,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,19 Laps,0:49.121,BTO Sports/KTM/Palmetto Motorsports/Fly Racing/Bubba Burger/Witt's End Racing
9,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,9.994,0:49.292,HYPER X R2MX PRORIDE FLY UTOPIA BOLT HARDWARE
10,22,Chad Reed,"Dade City, FL",Honda CRF 450,17.095,0:49.434,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,20.550,0:48.663,RCH/Dodge/Suzuki
12,57,Ben Lamay,"Wasilla, AK",Yamaha YZ450F,22.640,0:49.727,Rock River Yamaha/Oneal/Lbeardsleycpa.com
13,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,23.447,0:49.387,Monster Energy Kawasaki
14,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,25.105,0:50.301,N-Fab TiLUBE Yamaha
15,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,30.627,0:49.992,N-Fab TiLUBE Yamaha
16,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,40.373,0:50.530,Slaton/Oneal/Shoei/Dunlop/Alpinestars 
17,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,51.559,0:50.306,N-Fab TiLUBE Yamaha
18,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,18 Laps,0:51.360,"Yankton Motorsports, Race Tech, Motosport, MotoOption Clothing, ChromeHorse Choppers, Vertex, Hotcams, TiLube, Sunstar, One, Utopia, Leatt, DT1, ICW, Motion Pro, Hammerhead, Hinson, FMF, Ride Eng,"
19,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,15.353,0:52.141,"The Privateer Journey, dave humphrey, TPJ, FLY, promotofan.com, motographix, pro circuit, hotcams, odi, matrix, galfer rotors, pmp, renthal chains, dunlop, mototassinari, bolt, works connection,astirisk, cycra "
20,85,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 250,5 Laps,0:52.274,Rocky Mountain atvmc mb1 suspension fmf 100% shift worcs connection 2upminis high desert services
