POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,0:51.703,Monster Energy Kawasaki
2,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,5.472,0:51.991,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
3,41,Trey Canard,"Shawnee, OK",Honda CRF 450,14.357,0:52.333,Team Honda Muscle Milk
4,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,17.712,0:52.176,Team Honda Muscle Milk
5,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,19.897,0:52.795,Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace
6,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,47.104,0:53.989,Toyota/JGRMX/Yamaha 
7,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,49.250,0:54.038,BTO Sports/KTM/Palmetto Motorsports/Fly Racing/Bubba Burger/Witt's End Racing
8,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,49.315,0:53.943,RCH/Dodge/Suzuki
9,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,19 Laps,0:54.199,Monster Energy Kawasaki
10,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,6.440,0:54.224,RCH/Dodge/Suzuki
11,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F Factory Edit,8.848,0:54.359,BTO Sports - KTM
12,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,15.544,0:54.094,N-Fab TiLUBE Yamaha
13,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,33.427,0:55.515,N-Fab TiLUBE Yamaha
14,54,Les Smith,"York, SC",KTM 450 SX-F Factory Edit,35.820,0:54.997,BTO Sports/KTM
15,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,18 Laps,0:54.759,N-Fab TiLUBE Yamaha
16,85,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,23.935,0:56.531,Rocky Mountain atvmc 2up SCVbookexchange mb1 fmf shift/fox 100%
17,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,29.638,0:54.029,Hyper-X R2MX PRORIDE FLY UTOPIA BOLT HARDWARE
18,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,42.217,0:56.744,"dave humphrey, TPJ, FLY, promotofan.com, motographix, pro circuit, hotcams, odi, matrix, galfer rotors, pmp, renthal chains, dunlop, mototassinari, bolt, works connection,astirisk, cycra "
19,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,11 Laps,0:51.956,Yoshimura Suzuki Factory Racing
20,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,7 Laps,0:54.247,Motoconcepts Racing/Smartop/JT Racing/FMF
