POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,1:18.964,Monster Energy Kawasaki
2,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,5.287,1:19.908,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
3,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,11.889,1:19.471,Team Honda Muscle Milk
4,17,Eli Tomac,"Cortez, CO",Honda CRF 450,18.365,1:20.613,GEICO Honda/AMSOIL/Muscle Milk/Planet Fitness/Factory Connection
5,22,Chad Reed,"Dade City, FL",Honda CRF 450,24.848,1:20.547,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
6,41,Trey Canard,"Shawnee, OK",Honda CRF 450,33.748,1:20.684,Team Honda Muscle Milk
7,94,Ken Roczen,"Murrieta, CA",KTM 350 SX-F,39.567,1:19.930,Red Bull/KTM/Motorex/Dunlop/Foremost/WP
8,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,49.733,1:19.795,Yoshimura Suzuki Factory Racing
9,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,51.373,1:21.268,RCH/Dodge/Suzuki
10,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,1:07.122,1:21.993,Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace
11,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F,1:14.086,1:21.379,BTO Sports - KTM
12,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,1:23.121,1:22.137,BTO Sports/KTM/Palmetto Motorsports/Fly Racing/Bubba Burger/Witt's End Racing
13,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,19 Laps,1:23.912,Monster Energy Kawasaki
14,54,Les Smith,"York, SC",KTM 450 SX-F Factory Edit,10.928,1:23.126,BTO Sports/KTM
15,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,14.408,1:24.228,RCH/Dodge/Suzuki
16,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,24.954,1:21.852,Motoconcepts Racing/Smartop/JT Racing/FMF
17,57,Ben Lamay,"Wasilla, AK",Yamaha YZ450F,58.571,1:24.178,-- none listed --
18,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,10 Laps,1:23.801,HYPER-X/R2MX/PRORIDE/FLY/UTOPIA/BOLT HARDWARE/
19,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,7 Laps,1:24.283,N-Fab TiLUBE Yamaha
20,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,5 Laps,1:22.813,Toyota/JGRMX/Yamaha 
