POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,20 Laps,0:53.236,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
2,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,2.586,0:53.424,Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace
3,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,3.381,0:53.540,Team Honda Muscle Milk
4,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,7.878,0:53.498,Yoshimura Suzuki Factory Racing
5,22,Chad Reed,"Dade City, FL",Honda CRF 450,13.238,0:53.407,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
6,29,Andrew Short,"Smithville, TX",Honda CRF 450,22.919,0:54.132, 
7,41,Trey Canard,"Shawnee, OK",Honda CRF 450,24.763,0:54.067,Team Honda Muscle Milk
8,1,Ryan Villopoto,"Poulsbo, WA",Kawasaki KX 450F,26.196,0:53.699,Monster Energy Kawasaki
9,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,34.750,0:54.100,RCH/Dodge/Suzuki
10,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,36.238,0:54.755,Toyota/JGR/Yamaha 
11,47,Matthew Lemoine,"Baton Rouge, Louisiana",Kawasaki KX 450F,45.379,0:55.169,JAB Motorsports/Scott/Kawasaki/Rekluse/Silkolene/Dunlop/Shoei/Ride Engineering/Speedgraffix/FMF/JM Racing/Dubya/Gawk Racing/Matrix
12,55,Jimmy Albertson,San Diego,Honda CRF 450,47.435,0:54.945,"Fly Racing,MergeRacing,MotoThump,Beer Optics-X-Brand,FMF,HRT,Renegade Fuels,Dunlop,Alpinestars,Rekluse,Dubya,Cycra,Works Conn,ShawneeHonda,Mika,MotoPro Graphics,DVS,Motoseat,Freegun,Motorsport Products,Reynard Raceway,Shannon Niday MX Schools,DT1, Braaap "
13,62,Matthew Goerke,Daytona ,KTM 450 SX-F,50.155,0:54.740,BTO Sports / KTM / Palmetto Motorsports / FLY Racing / Bubba Burger / Witt's End Racing
14,11,Kyle Chisholm,"Clearwater, FL",Yamaha YZ450F,1:01.213,0:54.594,Velocity3 Racing/Yamaha
15,42,Vince Friese,Missouri,Honda CRF 250,19 Laps,0:55.534,Slaton Racing/Tuf Racing/ONeal/Shoei/Dunlop/Alpine Stars/Factory Connection
16,69,Pj Larsen,"Murrieta, CA",Honda CRF 450,3.554,0:55.649, 
17,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,18 Laps,0:55.713,Motoconcepts Racing/Smartop/JT Racing/FMF
18,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,DNF,DNF,Toyota/JGR/Yamaha 
19,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,DNF,DNF,N-Fab TiLUBE Yamaha
20,12,Jake Weimer,"Twin Falls, ID",Kawasaki KX 450F,DNS,,Monster Energy Kawasaki
