POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,20 Laps,0:55.949,Team Honda Muscle Milk
2,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,3.885,0:55.810,Monster Energy Kawasaki
3,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,23.972,0:55.762,"
Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace "
4,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,33.915,0:56.554,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
5,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,56.408,0:57.860,Monster Energy Kawasaki
6,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,19 Laps,0:57.486,Motoconcepts Racing/Smartop/JT Racing/FMF
7,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,3.231,0:58.793,RCH/Dodge/Suzuki
8,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,5.325,0:58.625,Toyota/JGRMX/Yamaha 
9,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,15.838,0:59.391,BTO Sports/KTM/Palmetto Motorsports/Fly Racing/Bubba Burger/Witt's End Racing
10,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,17.640,1:00.204,N-Fab TiLUBE Yamaha
11,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,19.831,0:59.307,-- none listed --
12,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,30.357,0:58.940,RCH/Dodge/Suzuki
13,57,Ben Lamay,"Wasilla, AK",Yamaha YZ450F,40.164,1:00.043,Rock River Yamaha/ONeal/LBeardsleycpa.com
14,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,53.481,1:00.555,N-Fab TiLUBE Yamaha
15,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,18 Laps,1:01.406,"Yankton Motorsports, Race Tech, Motosport, MotoOption Clothing, ChromeHorse Choppers, Vertex, Hotcams, TiLube, Sunstar, One, Utopia, Leatt, DT1, ICW, Motion Pro, Hammerhead, Hinson, FMF, Ride Eng,"
16,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,29.981,0:59.543,HYPER X R2MX PRORIDE FLY UTOPIA BOLT HARDWARE
17,85,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,43.915,1:01.595,Rocky Mountain atvmc mb1 suspension fmf shift hcp designs worcs connection Hinson clutches dubya usa
18,41,Trey Canard,"Shawnee, OK",Honda CRF 450,16 Laps,0:56.846,Team Honda Muscle Milk
19,143,Michael Horban,"Grants Pass, OR",KTM 450 SX-F,9 Laps,1:03.089,"
Power Motorsports/RF Motorsports/Decal Works/Oneal/Shoei/Pro Circuit/Race Tech/Posey Racing Engines "
20,22,Chad Reed,"Dade City, FL",Honda CRF 450,DNS,,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
