POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Poulsbo, WA",Kawasaki KX 450F,20 Laps,0:54.995,Monster Energy Kawasaki
2,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,10.197,0:56.223,Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,13.040,0:56.136,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
4,41,Trey Canard,"Shawnee, OK",Honda CRF 450,22.297,0:56.478,Team Honda Muscle Milk
5,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,32.353,0:57.404,Motoconcepts Racing/Smartop/JT Racing/FMF
6,29,Andrew Short,"Smithville, TX",Honda CRF 450,34.442,0:57.508, 
7,62,Matthew Goerke,Daytona ,KTM 450 SX-F,35.339,0:57.677,BTO Sports / KTM / Palmetto Motorsports / FLY Racing / Bubba Burger / Witt's End Racing
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,38.634,0:57.255,HCR/Dodge/Suzuki
9,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,43.689,0:57.690,Slaton Racing/Tuf Racing/ONeal/Shoei/Dunlop/Alpine Stars/Matrix
10,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,46.785,0:57.261,Toyota/JGR/Yamaha 
11,55,Jimmy Albertson,San Diego,Honda CRF 250,49.350,0:57.970,-- none listed --
12,22,Chad Reed,"Dade City, FL",Honda CRF 450,51.930,0:56.720,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
13,11,Kyle Chisholm,"Clearwater, FL",Yamaha YZ450F,1:04.121,0:58.336,-- none listed --
14,54,Les Smith,"York, SC",KTM 450 SX-F Factory Edit,19 Laps,0:58.446,BTO Sports/KTM
15,39,Robert Kiniry,syracuse,Yamaha YZ450F,4.341,0:58.525,dunlop/DRD exhaust/Yamalube/GYTR/360Unlimited/STS motorsports
16,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,19.879,0:57.889,Toyota/JGR/Yamaha 
17,920,Cedric Soubeyras,"Berre L'Etang, France",Honda CRF 450,31.339,0:58.630,HDI/Honda/Fox/Scorpion/Freegun/Michelin/Bihr
18,47,Matthew Lemoine,"Baton Rouge, Louisiana",Kawasaki KX 450F,18 Laps,0:58.084,JAB Motorsports/Scott/Kawaski
19,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,DNF,,Yoshimura Suzuki Factory Racing
20,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,DNS,,Team Honda Muscle Milk
