POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,0:49.369,Monster Energy Kawasaki
2,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,3.396,0:49.843,Yoshimura Suzuki Factory Racing
3,22,Chad Reed,"Dade City, FL",Honda CRF 450,4.504,0:50.134,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
4,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,5.946,0:49.879,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,10.047,0:49.799,Team Honda Muscle Milk
6,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,14.912,0:49.883,Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace
7,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,18.680,0:50.493,Motoconcepts Racing/Smartop/JT Racing/FMF
8,41,Trey Canard,"Shawnee, OK",Honda CRF 450,21.238,0:38.114,Team Honda Muscle Milk
9,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,23.593,0:50.980,Toyota/JGRMX/Yamaha 
10,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,25.982,0:51.040,BTO Sports/KTM/Palmetto Motorsports/Fly Racing/Bubba Burger/Witt's End Racing
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,27.074,0:51.120,RCH/Dodge/Suzuki
12,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,34.143,0:51.207,Monster Energy Kawasaki
13,17,Eli Tomac,"Cortez, CO",Honda CRF 450,38.529,0:50.583,GEICO Honda/AMSOIL/Muscle Milk/Planet Fitness/Factory Connection
14,55,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,49.047,0:51.286,Fly Racing/HRT/MotoThump/Merge Racing/Beer Optics/FMF/Rekluse/Dunlop/Mika/Alpinestars/MotoPro Graphics/Motoseat/Motorsport Products/Braaap/Dubya/Cycra/Renegade Fuels/Vortex CDI/Niday MX Schools/Reynard Raceway/Freegun/Shawnee Motorsports
15,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F,19 Laps,0:51.190,BTO Sports - KTM
16,85,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,15.430,0:52.481,Rocky Mountain atvmc 2up high desert services
17,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,18 Laps,0:51.449,N-Fab TiLUBE Yamaha
18,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,9 Laps,0:51.159,HYPER-X/R2MX/PRORIDE/FLY/UTOPIA/BOLT HARDWARE/
19,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,3 Laps,0:53.979,N-Fab TiLUBE Yamaha
20,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,1 Lap,,Toyota/JGRMX/Yamaha 
