POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,1:04.358,Monster Energy Kawasaki
2,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,2.843,1:04.569,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
3,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,34.826,1:05.457,"
Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace "
4,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,37.462,1:06.080,Monster Energy Kawasaki
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,44.059,1:05.762,Team Honda Muscle Milk
6,22,Chad Reed,"Dade City, FL",Honda CRF 450,46.437,1:06.897,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
7,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,46.626,1:06.680,HYPER X R2MX PRORIDE FLY UTOPIA BOLT HARDWARE
8,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,49.395,1:06.500,Toyota/JGRMX/Yamaha 
9,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,56.487,1:06.983,BTO Sports/KTM/Palmetto Motorsports/Fly Racing/Bubba Burger/Witt's End Racing
10,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,59.143,1:07.154,RCH/Dodge/Suzuki
11,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,19 Laps,1:07.990,N-Fab TiLUBE Yamaha
12,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,2.477,1:08.363,N-Fab TiLUBE Yamaha
13,56,Kyle Regal,"Howell, MI",Yamaha YZ450F,12.959,1:08.234,Valle Motorsports/Yamaha/DC/Rockwell Training Facility
14,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,13.846,1:07.315,RCH/Dodge/Suzuki
15,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,18.496,1:08.595,N-Fab TiLUBE Yamaha
16,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,31.828,1:09.488,"Yankton Motorsports, Race Tech, Motosport, MotoOption Clothing, ChromeHorse Choppers, Vertex, Hotcams, TiLube, Sunstar, One, Utopia, Leatt, DT1, ICW, Motion Pro, Hammerhead, Hinson, FMF, Ride Eng,"
17,85,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,18 Laps,1:09.583,Rocky Mountain atvmc mb1 suspension 2up minis shift Dunlop 100% FMF
18,415,Nicholas Schmidt,"Seattle, WA",Honda CRF 450,18.383,1:10.786,"Dr. D, Milestone MX, Makic SC, Bell Helmets, NW Auto Recyclers"
19,95,Tevin Tapia,"Menifee, CA",Suzuki RM-Z450,17 Laps,1:11.352,trustimplants.com Suzuki fly bell dragon unit dc
20,41,Trey Canard,"Shawnee, OK",Honda CRF 450,8 Laps,1:06.959,Team Honda Muscle Milk
