POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,20 Laps,0:49.652,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
2,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,0.903,0:49.754,Monster Energy Kawasaki
3,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,17.409,0:50.116,"
Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace "
4,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,28.403,0:50.948,Team Honda Muscle Milk
5,22,Chad Reed,"Dade City, FL",Honda CRF 450,34.998,0:50.872,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
6,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,39.362,0:51.275,BTO Sports/KTM/Palmetto Motorsports/Fly Racing/Bubba Burger/Witt's End Racing
7,41,Trey Canard,"Shawnee, OK",Honda CRF 450,40.494,0:51.068,Team Honda Muscle Milk
8,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,42.717,0:50.754,RCH/Dodge/Suzuki
9,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,44.162,0:51.264,Toyota/JGRMX/Yamaha 
10,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,48.010,0:51.925,Hyper-X R2MX PRORIDE FLY UTOPIA BOLT HARDWARE
11,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F Factory Edit,48.909,0:51.732,BTO Sports - KTM
12,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,49.354,0:51.147,Monster Energy Kawasaki
13,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,19 Laps,0:51.939,RCH/Dodge/Suzuki
14,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,11.305,0:52.402,Motoconcepts Racing/Smartop/JT Racing/FMF
15,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,17.408,0:52.482,N-Fab TiLUBE Yamaha
16,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,41.744,0:53.465,N-Fab TiLUBE Yamaha
17,57,Ben Lamay,"Wasilla, AK",Yamaha YZ450F,18 Laps,0:52.817,Rock River Yamaha/ONeal/LBeardsleycpa.com
18,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,7 Laps,0:50.449,Yoshimura Suzuki Factory Racing
19,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,31.122,0:52.395,N-Fab TiLUBE Yamaha
20,54,Les Smith,"York, SC",KTM 450 SX-F Factory Edit,2 Laps,0:55.100,BTO Sports/KTM
