POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Poulsbo, WA",Kawasaki KX 450F,20 Laps,0:44.356,Monster Energy Kawasaki
2,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,3.888,0:44.530,Rockstar Energy Drink/Motosport.com/ONE Industries/Bel-Ray/Bell/FMF/Dragon/Rockwell Watches/Gaerne/Motion Pro/Leatt Brace
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,5.080,0:44.800,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
4,22,Chad Reed,"Dade City, FL",Honda CRF 450,7.162,0:44.923,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
5,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,13.141,0:45.071,Toyota/JGR/Yamaha 
6,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,16.581,0:44.785,Team Honda Muscle Milk
7,41,Trey Canard,"Shawnee, OK",Honda CRF 450,25.129,0:45.318,Team Honda Muscle Milk
8,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F,28.182,0:45.787,BTO Sports - KTM
9,29,Andrew Short,"Smithville, TX",Honda CRF 450,30.267,0:45.986, 
10,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,30.566,0:45.779,RCH/Dodge/Suzuki
11,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,35.930,0:46.000,Hyper X/R2MX/ProRide/Fly/Utopia
12,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,38.691,0:45.681,Motoconcepts Racing/Smartop/JT Racing/FMF
13,55,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,42.248,0:46.069,Fly Racing/HRT/MotoThump/Merge Racing/Beer Optics/FMF/Renegade Fuels/Vortex/Rekluse/Dunlop/MotoPro Graphics/Cycra/Mika/Shawnee Motosports/Dubya/Freegun/Reynard Raceway/S. Niday MX Schools
14,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,19 Laps,0:46.691,Velocity3 Racing/Yamaha
15,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,17.160,0:47.258,RCH/Dodge/Suzuki
16,57,Ben Lamay,"Wasilla, Alaska",Yamaha YZ450F,20.585,0:47.109,-- none listed --
17,64,Justin Sipes,"Flaherty, KY",Kawasaki KX 450F,35.126,0:47.783,Gateway Cycles/The Privateer Journey/Fly Racing/Hammer Nutrition/Scott USA/Wisehart Premium Fitness/Sunstar/TiLube/Dunlop/Wiseco/Pro Taper
18,85,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,45.489,0:46.474,"MB1 racing,shift, FMF,2up racing/high desert services"
19,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,18 Laps,0:46.730,N-Fab TiLUBE Yamaha
20,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,DNS,,Yoshimura Suzuki Factory Racing
