POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Poulsbo, WA",Kawasaki KX 450F,20 Laps,0:52.892,Monster Energy Kawasaki
2,41,Trey Canard,"Shawnee, OK",Honda CRF 450,6.886,0:53.467,Team Honda Muscle Milk
3,22,Chad Reed,"Dade City, FL",Honda CRF 450,9.970,0:53.813,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
4,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,15.647,0:53.780,Rockstar Energy Suzuki
5,12,Jake Weimer,"Twin Falls, ID",Kawasaki KX 450F,18.016,0:54.264,Monster Energy Kawasaki
6,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,18.865,0:54.130,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
7,29,Andrew Short,"Smithville, TX",Honda CRF 450,33.627,0:54.574, 
8,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,36.604,0:54.985,Toyota/JGR/Yamaha 
9,62,Matthew Goerke,Daytona ,KTM 450 SX-F,37.616,0:55.344,BTOSports.com/KTM
10,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,46.546,0:55.490,Toyota/JGR/Yamaha 
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,48.999,0:55.538,HCR/Dodge/Suzuki
12,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,52.440,0:54.675,Yoshimura Suzuki Factory Racing
13,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,56.142,0:55.151,MB1 Motorsports/Hyper X/FLY/R2MX/Pro Ride/Utopia/Dunlop/Renegade/Bolt Hardware/FMF
14,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,19 Laps,0:55.851,Motoconcepts Racing/Smartop/JT Racing/FMF
15,11,Kyle Chisholm,"Clearwater, FL",Yamaha YZ450F,7.211,0:56.096,dunlop/dr d exhaust/yamalube/GYTR/360 Unlimited/sts motorsports/pro taper/ride engineering/motomaster/works connection/hinson/matrix/renegade fuel/twin air/supersprox/did/cycra/dubya
16,42,Vince Friese,Missouri,Honda CRF 450,16.229,0:56.322,Slaton racing/Tuf/Oneal/Shoei/Fmf/Aipinestar/Smith/Works connection/Dunlop/Fusion graphics/Matrix
17,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,38.821,0:57.099,N-Fab TiLUBE Yamaha
18,39,Robert Kiniry,syracuse,Yamaha YZ450F,18 Laps,0:56.549,dunlop/dr d exhaust/yamalube/GYTR/360 unlimited/sts motorsports/pro taper/ride engineering/motomaster/works connection/hinson/matrix/renegade fuel/supersprox/twin air/cycra/did/dubya
19,47,Matthew Lemoine,"Baton Rouge, Louisiana",Kawasaki KX 450F,DNF,DNF,JAB Motorsports/Scott/Kawaski
20,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,DNF,DNF,Team Honda Muscle Milk
