POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,20 Laps,0:51.459,Team Honda Muscle Milk
2,1,Ryan Villopoto,"Poulsbo, WA",Kawasaki KX 450F,4.065,0:50.880,Monster Energy Kawasaki
3,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,12.327,0:52.114, 
4,22,Chad Reed,"Dade City, FL",Honda CRF 450,13.934,0:52.341,Discount Tire Americas Tire/Shift/Fox/Mophie/Outride/Etnies/Honda/Factory Effex
5,41,Trey Canard,"Shawnee, OK",Honda CRF 450,17.521,0:51.702,Team Honda Muscle Milk
6,12,Jake Weimer,"Twin Falls, ID",Kawasaki KX 450F,27.278,0:52.510,Monster Energy Kawasaki
7,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,31.616,0:52.231,American Suzuki Motor Corp./Yoshimura Racing/Motorex/Dunlop/Renthal/Vortex/Enjoy Mfg./Showa/Hinson Clutch Components/Renegade Fuels/Mechanix Wear/Works Connection/Twin Air/Matrix/D.I.D./Excel/NGK/Kokosan
8,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,33.357,0:52.298,Red Bull/KTM/Motorex/Dunlop/Foremost/WP/Akrapovic
9,29,Andrew Short,"Smithville, TX",Honda CRF 450,38.562,0:53.273, 
10,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,44.192,0:53.438,Toyota/JGR/Yamaha
11,14,Kevin Windham,"Centreville, MS",Honda CRF 450,48.750,0:53.915,GEICO Honda/AMSOIL/Planet Fitness/Factory Connection
12,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,50.237,0:53.647,HCR/Dodge/Suzuki
13,11,Kyle Chisholm,"Clearwater, FL",Yamaha YZ450F,52.089,0:53.942,Velocity3 Racing/Yamaha/DRD exhaust/360 Unlimited/GYTR/YAMALUBE/Supersprox/Dunlop/PROTAPER/DID/Hinson/STS Graphics
14,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,53.468,0:53.847,MB1 Motorsports/Hyper X/FLY/R2MX/Pro Ride/Utopia/Dunlop/Renegade/Bolt Hardware/FMF
15,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,54.322,0:53.401,Toyota/JGR/Yamaha
16,47,Matthew Lemoine,"Collinsville, TX",Kawasaki KX 450F,19 Laps,0:54.005,JAB Motorsports/SCOTT/Silkolene/FMF/JM Racing/Rekluse/Shoei/DT1 Filters/Dunlop/Boyesen/Gawk Racing/D.I.D/Ride Engineering/Dubya/Streamline/SDI/Dunlop Tires/CP-Carrillo/3D Racing/Red River Motorsports/Speed Graffix/CMS Fleet.com/Mika Metals/SDG Seats
17,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F,16.420,0:54.331,BTOSports.com/KTM
18,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,23.552,0:54.729,Slaton racing/Tuf racing/Oneal/Shoei/Fmf/Dunlop
19,55,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,28.307,0:54.797,"MotoThump HRT, Merge Racing, Fly Racing, Beer Optics, Dunlop, Rekluse, Mika, Works Connections, Alpinestars, DVS, Cycra, MotoPro, FreeGun Underwear"
20,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,34.654,0:53.875,Motoconcepts Racing/Smartop/JT Racing/FMF
