POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,41,Trey Canard,"Edmond, OK",Honda CRF 450,6,-,14,1,25
2,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,4,-,0,2,22
3,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,8,-,3,3,20
4,3,Eli Tomac,"Cortez, CO",Honda CRF 450,3,-,0,4,18
5,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,9,-,0,5,16
6,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,2,-,0,6,15
7,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,11,-,0,7,14
8,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,7,-,3,8,13
9,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,10,-,0,9,12
10,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,14,-,0,10,11
11,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,17,-,0,11,10
12,24,Brett Metcalfe,"Lake Elsinore, CA",Suzuki RM-Z450,13,-,0,12,9
13,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,16,-,0,13,8
14,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,19,-,0,14,7
15,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,1,-,0,15,6
16,45,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,15,-,0,16,5
17,39,Fredrik Noren,"Moreno Valley, CA",Honda CRF 450,22,-,0,17,4
18,199,Kyle Partridge,"Canyon Lake, CA",Honda CRF 450,21,-,0,18,3
19,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,20,-,0,19,2
20,47,Martin Davalos,"Cairo, GA",Husqvarna FC450,18,-,0,20,1
21,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,12,-,0,21,1
