POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,41,Trey Canard,"Edmond, OK",Honda CRF 450,5,-,17,1,25
2,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,3,X,3,2,22
3,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,7,-,0,3,20
4,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,9,-,0,4,18
5,3,Eli Tomac,"Cortez, CO",Honda CRF 450,2,-,0,5,16
6,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,1,-,0,6,15
7,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,22,-,0,7,14
8,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,6,-,0,8,13
9,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,12,-,0,9,12
10,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,15,-,0,10,11
11,24,Brett Metcalfe,"Lake Elsinore, CA",Suzuki RM-Z450,14,-,0,11,10
12,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,19,-,0,12,9
13,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,13,-,0,13,8
14,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,8,-,0,14,7
15,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,11,-,0,15,6
16,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,17,-,0,16,5
17,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,21,-,0,17,4
18,53,Jimmy Albertson,"Shawnee, OK",Yamaha YZ450F,20,-,0,18,3
19,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,10,-,0,19,2
20,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,4,-,0,20,1
21,199,Kyle Partridge,"Canyon Lake, CA",Honda CRF 450,18,-,0,21,1
22,69,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,16,-,0,22,1
