POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,1,-,15,1,25
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,4,-,0,2,22
3,41,Trey Canard,"Edmond, OK",Honda CRF 450,3,-,0,3,20
4,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,9,-,0,4,18
5,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,7,-,0,5,16
6,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,10,-,0,6,15
7,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,2,-,0,7,14
8,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,8,-,0,8,13
9,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,13,-,0,9,12
10,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,6,X,5,10,11
11,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,12,-,0,11,10
12,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,11,-,0,12,9
13,75,Joshua Hill,"Yoncalla, OR",Yamaha YZ450F,16,-,0,13,8
14,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,15,-,0,14,7
15,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,5,-,0,15,6
16,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,22,-,0,16,5
17,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,19,-,0,17,4
18,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,20,-,0,18,3
19,53,Jimmy Albertson,"Shawnee, OK",Yamaha YZ450F,18,-,0,19,2
20,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,14,-,0,20,1
21,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,21,-,0,21,1
22,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,17,-,0,22,1
