POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,2,-,20,1,25
2,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,1,-,0,2,22
3,3,Eli Tomac,"Cortez, CO",Honda CRF 450,12,-,0,3,20
4,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,3,-,0,4,18
5,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,7,-,0,5,16
6,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,4,X,0,6,15
7,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,8,-,0,7,14
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,11,-,0,8,13
9,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,5,-,0,9,12
10,10,Justin Brayton,"Murrieta, CA",KTM 450 SX-F Factory Edit,9,-,0,10,11
11,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,14,-,0,11,10
12,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,16,-,0,12,9
13,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,18,-,0,13,8
14,52,Mitchell Oldenburg,"Alvord, TX",Yamaha YZ250F,20,-,0,14,7
15,42,Ben Lamay,"Austin, TX",Husqvarna FC450,15,-,0,15,6
16,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,10,-,0,16,5
17,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,13,-,0,17,4
18,211,Tevin Tapia,"Menifee, CA",Suzuki RM-Z450,21,-,0,18,3
19,181,Dustin Pipes,"Madera, CA",Suzuki RM-Z450,22,-,0,19,2
20,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,19,-,0,20,1
21,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,17,-,0,21,1
22,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,6,-,0,22,1
