POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,3,Eli Tomac,"Cortez, CO",Honda CRF 450,3,-,16,1,25
2,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,1,-,4,2,22
3,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,2,-,0,3,20
4,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,7,-,0,4,18
5,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,16,-,0,5,16
6,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,13,-,0,6,15
7,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,11,-,0,7,14
8,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,9,-,0,8,13
9,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,5,X,0,9,12
10,10,Justin Brayton,"Murrieta, CA",KTM 450 SX-F Factory Edit,8,-,0,10,11
11,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,12,-,0,11,10
12,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,17,-,0,12,9
13,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,15,-,0,13,8
14,42,Ben Lamay,"Austin, TX",Husqvarna FC450,20,-,0,14,7
15,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,10,-,0,15,6
16,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,19,-,0,16,5
17,69,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,22,-,0,17,4
18,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,14,-,0,18,3
19,314,Alex Ray,"Milan, TN",Honda CRF 450,21,-,0,19,2
20,224,Heath Harrison,"Silverhill, AL",Kawasaki KX 450F,18,-,0,20,1
21,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,6,-,0,21,1
22,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,4,-,0,22,1
