POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,1,-,13,1,25
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,5,-,0,2,22
3,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,11,-,0,3,20
4,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,12,X,0,4,18
5,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,2,-,0,5,16
6,41,Trey Canard,"Edmond, OK",Honda CRF 450,3,-,0,6,15
7,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,6,-,0,7,14
8,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,9,-,0,8,13
9,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,8,-,0,9,12
10,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,13,-,0,10,11
11,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,16,-,0,11,10
12,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,4,-,7,12,9
13,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,15,-,0,13,8
14,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,7,-,0,14,7
15,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,17,-,0,15,6
16,53,Jimmy Albertson,"Shawnee, OK",Yamaha YZ450F,21,-,0,16,5
17,42,Ben Lamay,"Austin, TX",Husqvarna FC450,22,-,0,17,4
18,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,20,-,0,18,3
19,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,18,-,0,19,2
20,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,14,-,0,20,1
21,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,19,-,0,21,1
22,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,10,-,0,22,1
