POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,3,-,7,1,25
2,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,5,-,13,2,22
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,1,-,0,3,20
4,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,7,-,0,4,18
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,4,-,0,5,16
6,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,11,-,0,6,15
7,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,9,-,0,7,14
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,8,-,0,8,13
9,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,6,-,0,9,12
10,23,William Hahn,"Menifee, CA",Honda CRF 450,13,-,0,10,11
11,102,Matt Moss,"Nerriga, Australia",Suzuki RM-Z450,12,-,0,11,10
12,9,Ivan Tedesco,"Murrieta, CA",KTM 450 SX-F,17,-,0,12,9
13,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,20,-,0,13,8
14,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,19,-,0,14,7
15,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,15,-,0,15,6
16,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,16,-,0,16,5
17,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,14,-,0,17,4
18,12,Jacob Weimer,"Rupert, ID",Kawasaki KX 450F,2,-,0,18,3
19,82,Kyle Partridge,"Canyon Lake, CA",Honda CRF 450,18,-,0,19,2
20,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,21,-,0,20,1
21,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,10,-,0,21,1
