POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,1,-,18,1,25
2,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,7,X,2,2,22
3,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,3,-,0,3,20
4,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,4,-,0,4,18
5,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,9,-,0,5,16
6,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,2,-,0,6,15
7,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,12,-,0,7,14
8,23,William Hahn,"Menifee, CA",Honda CRF 450,10,-,0,8,13
9,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,6,-,0,9,12
10,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,11,-,0,10,11
11,3,Eli Tomac,"Cortez, CO",Honda CRF 450,17,-,0,11,10
12,9,Ivan Tedesco,"Murrieta, CA",KTM 350 SX-F,22,-,0,12,9
13,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,16,-,0,13,8
14,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,21,-,0,14,7
15,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,20,-,0,15,6
16,132,Justin Sipes,"Flaherty, KY",Kawasaki KX 450F,19,-,0,16,5
17,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,13,-,0,17,4
18,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,14,-,0,18,3
19,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,8,-,0,19,2
20,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,5,-,0,20,1
21,247,Teddy Parks,"Princeton, TX",Suzuki RM-Z450,15,-,0,21,1
22,38,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,18,-,0,22,1
