POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,2,-,6,1,25
2,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,1,-,11,2,22
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,5,-,0,3,20
4,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,6,-,0,4,18
5,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,4,X,3,5,16
6,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,12,-,0,6,15
7,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,10,-,0,7,14
8,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 450F,3,-,0,8,13
9,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,11,-,0,9,12
10,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,7,-,0,10,11
11,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,16,-,0,11,10
12,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,15,-,0,12,9
13,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,18,-,0,13,8
14,23,William Hahn,"Menifee, CA",Honda CRF 450,8,-,0,14,7
15,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,17,-,0,15,6
16,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,13,-,0,16,5
17,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,20,-,0,17,4
18,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,21,-,0,18,3
19,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,9,-,0,19,2
20,565,Preston Mull,"Livingston, CA",Yamaha YZ450F,22,-,0,20,1
21,228,Daniel Meynet,"Santa Ynez, CA",Kawasaki KX 450F,19,-,0,21,1
22,9,Ivan Tedesco,"Murrieta, CA",KTM 450 SX-F,14,-,0,22,1
