POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,9,X,20,1,25
2,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,5,-,0,2,22
3,94,Ken Roczen,Germany,KTM 450 SX-F Factory Edit,6,-,0,3,20
4,41,Trey Canard,"Edmond, OK",Honda CRF 450,7,-,0,4,18
5,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,1,-,0,5,16
6,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,8,-,0,6,15
7,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,3,-,0,7,14
8,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,10,-,0,8,13
9,3,Eli Tomac,"Cortez, CO",Honda CRF 450,11,-,0,9,12
10,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,12,-,0,10,11
11,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,16,-,0,11,10
12,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,2,-,0,12,9
13,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,18,-,0,13,8
14,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,20,-,0,14,7
15,56,James Decotis,"Peabody, MA",Honda CRF 250,14,-,0,15,6
16,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,22,-,0,16,5
17,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,19,-,0,17,4
18,771,Kyle Regal,"Grand Prairie, TX",Honda CRF 450,21,-,0,18,3
19,48,Ben Lamay,"Perris, CA",Yamaha YZ450F,15,-,0,19,2
20,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,4,-,0,20,1
