POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,7,-,20,1,25
2,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,2,-,0,2,22
3,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,3,-,0,3,20
4,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,9,-,0,4,18
5,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,6,-,0,5,16
6,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,4,-,0,6,15
7,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,1,X,0,7,14
8,12,Jacob Weimer,"Rupert, ID",Kawasaki KX 450F,21,-,0,8,13
9,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,12,-,0,9,12
10,9,Ivan Tedesco,"Murrieta, CA",KTM 350 SX-F,16,-,0,10,11
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,11,-,0,11,10
12,23,William Hahn,"Menifee, CA",Honda CRF 450,15,-,0,12,9
13,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,14,-,0,13,8
14,102,Matt Moss,"Nerriga, Australia",Suzuki RM-Z450,19,-,0,14,7
15,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,10,-,0,15,6
16,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,17,-,0,16,5
17,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,20,-,0,17,4
18,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,22,-,0,18,3
19,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,18,-,0,19,2
20,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,5,-,0,20,1
21,3,Eli Tomac,"Cortez, CO",Honda CRF 450,8,-,0,21,1
22,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,13,-,0,22,1
