POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,52,Austin Forkner,"Richards, MO",Kawasaki KX250,2,X,18,1,26
2,32,Justin Cooper,"Menifee, CA",Yamaha YZ250F,5,-,0,2,23
3,30,Brandon Hartranft,"Corona, CA",KTM 250SX-F Factory Editi,11,-,0,3,21
4,26,Alex Martin,"Clermont, FL",Suzuki RMZ250,6,-,0,4,19
5,83,Jett Lawrence,"Wesley Chapel, FL",Honda CRF250R,18,-,0,5,18
6,45,Jacob Hayes,"Lodi, CA",Husqvarna FC250,10,-,0,6,17
7,101,Luke Clout,"Hemet, CA",Honda CRF250R,7,-,0,7,16
8,40,Mitchell Oldenburg,"Godley, TX",Honda CRF250R,4,-,0,8,15
9,95,Carson Brown,"Ravensdale, WA",Husqvarna FC250,14,-,0,9,14
10,57,Derek Drake,"Corona, CA",KTM 250SX-F Factory Editi,19,-,0,10,13
11,55,Martin Castelo,"Murrieta, CA",Husqvarna FC250,16,-,0,11,12
12,1W,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,8,-,0,12,11
13,108,Aaron Tanti,"Silverdale, NSW",Yamaha YZ250F,20,-,0,13,10
14,227,Derek Kelley,"Riverside, CA",Husqvarna FC250,17,-,0,14,9
15,90,Killian Auberson,"Winchester, CA",Husqvarna FC250,13,-,0,15,8
16,60,Mitchell Falk,"Costa Mesa, CA",Honda CRF250R,21,-,0,16,7
17,170,Michael Leib,"Temecula, CA",Husqvarna FC250,9,-,0,17,6
18,72,Robbie Wageman,"Newhall, CA",Yamaha YZ250F,12,-,0,18,5
19,118,Cheyenne Harmon,"Dallas, TX",Honda CRF250R,15,-,0,19,4
20,28,Michael Mosiman,"Menifee, CA",Husqvarna FC250,3,-,0,20,3
21,952,Ludovic Macler,"Bliesbruck, FR",Kawasaki KX250,22,-,0,21,2
22,62,Christian Craig,"Orange, CA",Honda CRF250R,1,-,0,22,1
