POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,32,Justin Cooper,"Menifee, CA",Yamaha YZ250F,2,-,6,1,26
2,1W,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,1,-,0,2,23
3,62,Christian Craig,"Orange, CA",Honda CRF250R,3,-,0,3,21
4,28,Michael Mosiman,"Menifee, CA",Husqvarna FC250,19,-,0,4,19
5,52,Austin Forkner,"Richards, MO",Kawasaki KX250,6,-,11,5,18
6,29,Cameron Mcadoo,"Sioux City, IA",Kawasaki KX250,5,-,0,6,17
7,30,Brandon Hartranft,"Corona, CA",KTM 250SX-F Factory Editi,7,-,0,7,16
8,57,Derek Drake,"Corona, CA",KTM 250SX-F Factory Editi,8,-,0,8,15
9,83,Jett Lawrence,"Wesley Chapel, FL",Honda CRF250R,12,-,0,9,14
10,26,Alex Martin,"Clermont, FL",Suzuki RMZ250,4,-,0,10,13
11,45,Jacob Hayes,"Lodi, CA",Husqvarna FC250,10,-,0,11,12
12,170,Michael Leib,"Temecula, CA",Husqvarna FC250,13,-,0,12,11
13,72,Robbie Wageman,"Newhall, CA",Yamaha YZ250F,16,-,0,13,10
14,90,Killian Auberson,"Winchester, CA",KTM 250SX-F,11,-,0,14,9
15,95,Carson Brown,"Ravensdale, WA",Husqvarna FC250,17,-,0,15,8
16,40,Mitchell Oldenburg,"Godley, TX",Honda CRF250R,15,-,0,16,7
17,106,Jay Wilson,"Palm Beach, Australia",Yamaha YZ250F,14,-,0,17,6
18,88,Logan Karnow,"Amherst, OH",Kawasaki KX250,21,-,0,18,5
19,227,Derek Kelley,"Riverside, CA",Husqvarna FC250,18,-,0,19,4
20,97,Chris Howell,"Spokane Valley, WA",Husqvarna FC250,22,-,0,20,3
21,101,Luke Clout,"Hemet, CA",Honda CRF250R,9,-,0,21,2
