POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1E,Chase Sexton,"Clermont, FL",Honda CRF250R,4,-,16,1,26
2,12,Shane Mcelrath,"Murrieta, CA",Yamaha YZ250F,2,-,0,2,23
3,28,Michael Mosiman,"Menifee, CA",Husqvarna FC250,13,-,0,3,21
4,1W,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ250F,19,-,0,4,19
5,83,Jett Lawrence,"Wesley Chapel, FL",Honda CRF250R,15,-,3,5,18
6,30,Brandon Hartranft,"Brick, NJ",KTM 250SX-F,20,-,0,6,17
7,32,Justin Cooper,"Menifee, CA",Yamaha YZ250F,1,-,0,7,16
8,84,Jo Shimoda,"Irvine, CA",Honda CRF250R,6,-,0,8,15
9,57,Derek Drake,"San Luis Obispo, CA",KTM 250SX-F,9,-,0,9,14
10,40,Mitchell Oldenburg,"Godley, TX",Honda CRF250R,11,-,0,10,13
11,29,Cameron Mcadoo,"Sioux City, IA",Kawasaki KX250,7,-,0,11,12
12,62,Christian Craig,"Orange, CA",Honda CRF250R,3,-,0,12,11
13,66,Enzo Lopes,"Huntersville, NC",Yamaha YZ250F,12,-,0,13,10
14,49,Chris Blose,"Phoenix, AZ",Honda CRF250R,14,-,0,14,9
15,38,Kyle Peters,"Greensboro, NC",Honda CRF250R,10,-,0,15,8
16,26,Alex Martin,"Clermont, FL",Suzuki RMZ250,21,-,0,16,7
17,43,John Short,"Pilot Point, TX",Honda CRF250R,16,-,0,17,6
18,55,Martin Castelo,"Murrieta, CA",Husqvarna FC250,17,-,0,18,5
19,352,Jalek Swoll,"Belleview, FL",Husqvarna FC250,8,X,0,19,4
20,159,Jace Owen,"Mattoon, IL",Honda CRF250R,22,-,0,20,3
