POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,12,Shane Mcelrath,"Murrieta, CA",Yamaha YZ250F,1,X,22,1,26
2,1E,Chase Sexton,"Clermont, FL",Honda CRF250R,2,-,0,2,23
3,36,Garrett Marchbanks,"Coalville, UT",Kawasaki KX250,5,-,0,3,21
4,6,Jeremy Martin,"Rochester, MN",Honda CRF250R,4,-,0,4,19
5,163,Pierce Brown,"Sandy, UT",KTM 250SX-F FE,6,-,0,5,18
6,38,Kyle Peters,"Greensboro, NC",Honda CRF250R,12,-,0,6,17
7,352,Jalek Swoll,"Belleview, FL",Husqvarna FC250,10,-,0,7,16
8,66,Enzo Lopes,"Huntersville, NC",Yamaha YZ250F,7,-,0,8,15
9,159,Jace Owen,"Mattoon, IL",Honda CRF250R,14,-,0,9,14
10,43,John Short,"Pilot Point, TX",Honda CRF250R,16,-,0,10,13
11,39,Jordan Bailey,"Orlando, FL",Honda CRF250R,9,-,0,11,12
12,49,Chris Blose,"Phoenix, AZ",Honda CRF250R,19,-,0,12,11
13,59,Joshua Osby,"Valparaiso, IN",Yamaha YZ250F,15,-,0,13,10
14,349,Grant Harlan,"Justin, TX",Honda CRF250R,18,-,0,14,9
15,13,Colt Nichols,"Murrieta, CA",Yamaha YZ250F,3,-,0,15,8
16,73,Chase Marquier,"Newcastle, OK",Honda CRF250R,21,-,0,16,7
17,77,Kevin Moranz,"Topeka, KS",KTM 250SX-F,20,-,0,17,6
18,332,Dustin Winter,"Clearwater, KS",KTM 250SX-F,13,-,0,18,5
19,68,Nick Gaines,"Ringgold, GA",Yamaha YZ250F,17,-,0,19,4
20,67,Jerry Robin,"Hamel, MN",Husqvarna FC250,22,-,0,20,3
21,84,Jo Shimoda,"Irvine, CA",Honda CRF250R,8,-,0,21,2
22,56,Justin Starling,"Deland, FL",Husqvarna FC250,11,-,0,22,1
