POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,3,-,20,1,25
2,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,1,-,0,2,22
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,2,X,0,3,20
4,41,Trey Canard,"Shawnee, OK",Honda CRF 450,4,-,0,4,18
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,7,-,0,5,16
6,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,12,-,0,6,15
7,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,5,-,0,7,14
8,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,6,-,0,8,13
9,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,10,-,0,9,12
10,22,Chad Reed,"Dade City, FL",Honda CRF 450,,-,0,10,11
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,8,-,0,11,10
12,57,Ben Lamay,"Wasilla, AK",Yamaha YZ450F,9,-,0,12,9
13,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,17,-,0,13,8
14,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,16,-,0,14,7
15,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,15,-,0,15,6
16,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,14,-,0,16,5
17,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,13,-,0,17,4
18,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,,-,0,18,3
19,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,18,-,0,19,2
20,85,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 250,11,-,0,20,1
