POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,3,X,17,1,25
2,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,6,-,0,2,22
3,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,1,-,0,3,20
4,17,Eli Tomac,"Cortez, CO",Honda CRF 450,7,-,0,4,18
5,22,Chad Reed,"Dade City, FL",Honda CRF 450,9,-,0,5,16
6,41,Trey Canard,"Shawnee, OK",Honda CRF 450,5,-,0,6,15
7,94,Ken Roczen,"Murrieta, CA",KTM 350 SX-F,4,-,3,7,14
8,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,2,-,0,8,13
9,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,10,-,0,9,12
10,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,8,-,0,10,11
11,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F,11,-,0,11,10
12,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,14,-,0,12,9
13,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,12,-,0,13,8
14,54,Les Smith,"York, SC",KTM 450 SX-F Factory Edit,13,-,0,14,7
15,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,17,-,0,15,6
16,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,19,-,0,16,5
17,57,Ben Lamay,"Wasilla, AK",Yamaha YZ450F,15,-,0,17,4
18,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,20,-,0,18,3
19,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,18,-,0,19,2
20,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,16,-,0,20,1
