POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Cooper Webb,"Clermont, FL",KTM 450SX-F Factory Editi,11,-,5,1,26
2,9,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX450,2,-,20,2,23
3,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F Factory Editi,6,X,0,3,21
4,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,5,-,0,4,19
5,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,8,-,0,5,18
6,94,Ken Roczen,"Clermont, FL",Honda CRF450R Works Editi,1,-,0,6,17
7,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,4,-,0,7,16
8,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,12,-,0,8,15
9,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,7,-,0,9,14
10,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,9,-,0,10,13
11,16,Zach Osborne,"Abingdon, VA",Husqvarna FC450 Factory E,3,-,0,11,12
12,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F Factory Editi,13,-,0,12,11
13,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 Factory E,14,-,0,13,10
14,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 Factory E,10,-,0,14,9
15,64,Vince Friese,"Menifee, CA",Honda CRF450R,15,-,0,15,8
16,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,16,-,0,16,7
17,50,Benny Bloss,"Oak Grove, MO",Yamaha YZ450F,19,-,0,17,6
18,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,20,-,0,18,5
19,61,Alex Ray,"Milan, TN",Kawasaki KX450,22,-,0,19,4
20,817,Jason Clermont,"Plesse, France",Kawasaki KX450,21,-,0,20,3
21,22,Chad Reed,"Cornelius, NC",Honda CRF450R,17,-,0,21,2
22,71,Ryan Breece,"Athol, ID",Suzuki RMZ450,18,-,0,22,1
