POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,1,-,18,1,26
2,1,Cooper Webb,"Clermont, FL",KTM 450SX-F FE,3,-,0,2,23
3,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,2,-,0,3,21
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 FE,8,-,0,4,19
5,16,Zach Osborne,"Clermont, FL",Husqvarna FC450 FE,7,-,0,5,18
6,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F FE,14,-,0,6,17
7,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F FE,5,X,11,7,16
8,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,10,-,0,8,15
9,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,6,-,0,9,14
10,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 FE,12,-,0,10,13
11,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,11,-,0,11,12
12,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,13,-,0,12,11
13,50,Benny Bloss,"Oak Grove, MO",KTM 450SX-F FE,17,-,0,13,10
14,44,Kyle Cunningham,"WIllow Park, TX",Suzuki RMZ450,20,-,0,14,9
15,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,21,-,0,15,8
16,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,16,-,0,16,7
17,61,Alex Ray,"Milan, TN",Kawasaki KX450,19,-,0,17,6
18,64,Vince Friese,"Menifee, CA",Honda CRF450R,9,-,0,18,5
19,22,Chad Reed,"Cornelius, NC",KTM 450SX-F,15,-,0,19,4
20,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,18,-,0,20,3
21,31,Fredrik Noren,"Indian Trail, NC",Suzuki RMZ450,22,-,0,21,2
22,9,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX450,4,-,0,22,1
