POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Cooper Webb,"Clermont, FL",KTM 450SX-F FE,1,-,26,1,26
2,16,Zach Osborne,"Clermont, FL",Husqvarna FC450 FE,15,-,0,2,23
3,3,Eli Tomac,"Cortez, CO",Kawasaki KX450,2,-,0,3,21
4,4,Blake Baggett,"Grand Terrace, CA",KTM 450SX-F FE,4,-,0,4,19
5,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,3,X,0,5,18
6,37,Martin Davalos,"Tallahassee, FL",KTM 450SX-F FE,6,-,0,6,17
7,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450 FE,5,-,0,7,16
8,15,Dean Wilson,"Murrieta, CA",Husqvarna FC450 FE,8,-,0,8,15
9,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,11,-,0,9,14
10,50,Benny Bloss,"Oak Grove, MO",KTM 450SX-F FE,19,-,0,10,13
11,22,Chad Reed,"Cornelius, NC",Honda CRF450R,13,-,0,11,12
12,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,10,-,0,12,11
13,46,Justin Hill,"Yoncalla, OR",Honda CRF450R,18,-,0,13,10
14,34,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,16,-,0,14,9
15,64,Vince Friese,"Menifee, CA",Honda CRF450R,20,-,0,15,8
16,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,12,-,0,16,7
17,20,Broc Tickle,"Holly, MI",Suzuki RMZ450,14,-,0,17,6
18,61,Alex Ray,"Milan, TN",Kawasaki KX450,21,-,0,18,5
19,44,Kyle Cunningham,"WIllow Park, TX",Suzuki RMZ450,22,-,0,19,4
20,69,Carlen Gardner,"Paso Robles, CA",Honda CRF450R,17,-,0,20,3
21,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,9,-,0,21,2
22,27,Malcolm Stewart,"Haines City, FL",Honda CRF450R,7,-,0,22,1
