POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,14,X,15,1,25
2,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,4,-,0,2,22
3,30,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,2,-,0,3,20
4,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,5,-,0,4,18
5,61,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,8,-,0,5,16
6,48,Anthony Rodriguez,"Cairo, GA",Kawasaki KX 250F,18,-,0,6,15
7,128,Alexander Frye,"Huntingtown, MD",KTM 250SX-F Factory Editi,19,-,0,7,14
8,50,Malcolm Stewart,"Haines City, FL",Honda CRF 250,1,-,0,8,13
9,53,Tyler Bowers,"Corona, CA",Kawasaki KX 250F,7,-,0,9,12
10,175,Paul Coates,"Zephyrhills, FL",Honda CRF 250,12,-,0,10,11
11,167,Benny Bloss,"Oak Grove, MO",Yamaha YZ250F,11,-,0,11,10
12,32,Matthew Bisceglia,"Weatherford, TX",Suzuki RM-Z250,17,-,0,12,9
13,62,Justin Starling,"Deland, FL",Kawasaki KX 250F,15,-,0,13,8
14,64,Dakota Alix,"Jay, VT",KTM 250 SX-F,6,-,0,14,7
15,49,Martin Davalos,"CLERMONT, FL",Husqvarna FC250,3,-,0,15,6
16,159,Darryn Durham,"Menifee, CA",Yamaha YZ250F,13,-,0,16,5
17,297,Henry Miller,"Rochester, MN",Honda CRF 250,20,-,0,17,4
18,519,Joshua Cartwright,"Tallahassee, FL",Yamaha YZ250F,16,-,0,18,3
19,84,Jimmy Albertson,"Shawnee, OK",Suzuki RM-Z250,10,-,0,19,2
20,83,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,21,-,0,20,1
21,201,Cedric Soubeyras,"Venasque, France",Kawasaki KX 250F,9,-,0,21,1
22,931,Gradie Featherstone,"Chesterfield , United Kingdom",Kawasaki KX 250F,22,-,0,22,1
