POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Cooper Webb,"Newport, NC",Yamaha YZ250F,12,-,4,1,25
2,38,Christian Craig,"Corona, CA",Honda CRF 250,3,X,10,2,22
3,16,Zach Osborne,"LAKE ELSINORE, CA",Husqvarna FC250,2,-,0,3,20
4,69,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,4,-,0,4,18
5,42,Mitchell Oldenburg,"Alvord, TX",KTM 250 SX-F,5,-,0,5,16
6,26,Alex Martin,"Millville, MN",Yamaha YZ250F,7,-,0,6,15
7,58,James Decotis,"Peabody, MA",Honda CRF 250,6,-,0,7,14
8,35,Chris Alldredge,"Powell Butte, OR",Kawasaki KX 250F,8,-,0,8,13
9,40,Kyle Peters,"Greensboro, NC",Honda CRF 250,9,-,0,9,12
10,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,1,-,1,10,11
11,85,Michael Leib,"Wildomar, CA",Yamaha YZ250F,15,-,0,11,10
12,43,Fredrik Noren,"Menifee, CA",Honda CRF 250,17,-,0,12,9
13,68,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,18,-,0,13,8
14,72,Hayden Mellross,Australia,Yamaha YZ250F,13,-,0,14,7
15,289,Mitchell Harrison,"Murrieta, CA",Yamaha YZ250F,20,-,0,15,6
16,45,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z250,10,-,0,16,5
17,127,Cole Thompson,"Brigden, Canada",KTM 250 SX-F,11,-,0,17,4
18,76,Scott Champion,"Wildomar, CA",Yamaha YZ250F,14,-,0,18,3
19,82,Trevor Reis,"Alpine, CA",Yamaha YZ250F,19,-,0,19,2
20,222,Chris Howell,"Spokane Valley, WA",Husqvarna FC250,21,-,0,20,1
21,96,Noah Mcconahy,"Spokane, WA",Husqvarna FC250,22,-,0,21,1
22,87,Austin Politelli,"Menifee, CA",Yamaha YZ250F,16,-,0,22,1
