POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Cooper Webb,"Newport, NC",Yamaha YZ250F,8,-,4,1,25
2,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,1,-,0,2,22
3,39,Jordon Smith,"Belmont, NC",Honda CRF 250,3,X,5,3,20
4,38,Christian Craig,"Corona, CA",Honda CRF 250,11,-,0,4,18
5,69,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,4,-,0,5,16
6,16,Zach Osborne,"LAKE ELSINORE, CA",Husqvarna FC250,2,-,6,6,15
7,40,Kyle Peters,"Greensboro, NC",Honda CRF 250,15,-,0,7,14
8,58,James Decotis,"Peabody, MA",Honda CRF 250,5,-,0,8,13
9,45,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z250,9,-,0,9,12
10,35,Chris Alldredge,"Powell Butte, OR",Kawasaki KX 250F,14,-,0,10,11
11,26,Alex Martin,"Millville, MN",Yamaha YZ250F,21,-,0,11,10
12,127,Cole Thompson,"Brigden, Canada",KTM 250 SX-F,12,-,0,12,9
13,85,Michael Leib,"Wildomar, CA",Yamaha YZ250F,17,-,0,13,8
14,82,Trevor Reis,"Alpine, CA",Yamaha YZ250F,10,-,0,14,7
15,42,Mitchell Oldenburg,"Alvord, TX",KTM 250 SX-F,6,-,0,15,6
16,68,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,18,-,0,16,5
17,222,Chris Howell,"Spokane Valley, WA",Husqvarna FC250,19,-,0,17,4
18,203,Zachary Commans,"Seal Beach, CA",KTM 250 SX-F,22,-,0,18,3
19,76,Scott Champion,"Wildomar, CA",Yamaha YZ250F,16,-,0,19,2
20,792,Bracken Hall,"Rock Springs, WY",Honda CRF 250,20,-,0,20,1
21,72,Hayden Mellross,Australia,Yamaha YZ250F,7,-,0,21,1
22,289,Mitchell Harrison,Lansing MI,Yamaha YZ250F,13,-,0,22,1
