POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,3,X,3,1,25
2,36,Justin Hill,"Yoncalla, OR",KTM 250SX-F Factory Editi,6,-,0,2,22
3,49,Martin Davalos,"CLERMONT, FL",Husqvarna FC250,1,-,0,3,20
4,50,Malcolm Stewart,"Haines City, FL",Honda CRF 250,4,-,12,4,18
5,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,5,-,0,5,16
6,66,Arnaud Tonus,"Lake Elsinore, CA",Kawasaki KX 250F,10,-,0,6,15
7,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,2,-,0,7,14
8,63,Jesse Wentland,"Elk River, MN",Honda CRF 250,7,-,0,8,13
9,53,Tyler Bowers,"Corona, CA",Kawasaki KX 250F,11,-,0,9,12
10,30,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,19,-,0,10,11
11,167,Benny Bloss,"Oak Grove, MO",Yamaha YZ250F,9,-,0,11,10
12,201,Cedric Soubeyras,"Venasque, France",Kawasaki KX 250F,14,-,0,12,9
13,48,Anthony Rodriguez,"Cairo, GA",Kawasaki KX 250F,12,-,0,13,8
14,64,Dakota Alix,"Jay, VT",KTM 250 SX-F,8,-,0,14,7
15,61,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,15,-,0,15,6
16,84,Jimmy Albertson,"Shawnee, OK",Suzuki RM-Z250,20,-,0,16,5
17,421,Vann Martin,"Houston, TX",Honda CRF 250,21,-,0,17,4
18,519,Joshua Cartwright,"Tallahassee, FL",Yamaha YZ250F,17,-,0,18,3
19,32,Matthew Bisceglia,"Weatherford, TX",Suzuki RM-Z250,13,-,0,19,2
20,175,Paul Coates,"Zephyrhills, FL",Honda CRF 250,18,-,0,20,1
21,62,Justin Starling,"Deland, FL",Kawasaki KX 250F,22,-,0,21,1
