POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Cooper Webb,"Newport, NC",Yamaha YZ250F,6,-,4,1,25
2,16,Zach Osborne,"LAKE ELSINORE, CA",Husqvarna FC250,2,X,11,2,22
3,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,1,-,0,3,20
4,38,Christian Craig,"Corona, CA",Honda CRF 250,3,-,0,4,18
5,42,Mitchell Oldenburg,"Alvord, TX",KTM 250 SX-F,12,-,0,5,16
6,69,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,17,-,0,6,15
7,39,Jordon Smith,"Belmont, NC",Honda CRF 250,10,-,0,7,14
8,40,Kyle Peters,"Greensboro, NC",Honda CRF 250,9,-,0,8,13
9,26,Alex Martin,"Millville, MN",Yamaha YZ250F,4,-,0,9,12
10,85,Michael Leib,"Wildomar, CA",Yamaha YZ250F,11,-,0,10,11
11,58,James Decotis,"Peabody, MA",Honda CRF 250,5,-,0,11,10
12,45,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z250,16,-,0,12,9
13,96,Noah Mcconahy,"Spokane, WA",Husqvarna FC250,18,-,0,13,8
14,35,Chris Alldredge,"Powell Butte, OR",Kawasaki KX 250F,7,-,0,14,7
15,76,Scott Champion,"Wildomar, CA",Yamaha YZ250F,13,-,0,15,6
16,222,Chris Howell,"Spokane Valley, WA",Husqvarna FC250,14,-,0,16,5
17,92,Ryan Breece,"Athol, ID",Yamaha YZ250F,20,-,0,17,4
18,289,Mitchell Harrison,"Murrieta, CA",Yamaha YZ250F,8,-,0,18,3
19,43,Fredrik Noren,"Menifee, CA",Honda CRF 250,15,-,0,19,2
20,138,Blake Lilly,"Wildomar, CA",KTM 250 SX-F,22,-,0,20,1
21,68,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,21,-,0,21,1
