POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,3,-,16,1,25
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,4,-,0,2,22
3,21,Cole Seely,"Lake Elsinore, CA",Honda CRF 450,6,-,0,3,20
4,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,5,-,0,4,18
5,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,14,-,0,5,16
6,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,11,-,0,6,15
7,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,2,-,0,7,14
8,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,7,-,0,8,13
9,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,12,-,0,9,12
10,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 450F,13,-,0,10,11
11,23,William Hahn,"Menifee, CA",Honda CRF 450,8,-,0,11,10
12,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,15,-,0,12,9
13,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,18,-,0,13,8
14,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,17,-,0,14,7
15,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,1,X,4,15,6
16,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,22,-,0,16,5
17,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,21,-,0,17,4
18,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,16,-,0,18,3
19,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,19,-,0,19,2
20,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,20,-,0,20,1
21,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,9,-,0,21,1
22,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,10,-,0,22,1
