POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,4,-,20,1,25
2,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,5,-,0,2,22
3,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,1,-,0,3,20
4,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,2,-,0,4,18
5,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,19,-,0,5,16
6,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,3,-,0,6,15
7,3,Eli Tomac,"Cortez, CO",Honda CRF 450,9,-,0,7,14
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,16,-,0,8,13
9,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,6,-,0,9,12
10,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,7,X,0,10,11
11,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,14,-,0,11,10
12,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,8,-,0,12,9
13,9,Ivan Tedesco,"Murrieta, CA",KTM 350 SX-F,15,-,0,13,8
14,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,11,-,0,14,7
15,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,12,-,0,15,6
16,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,18,-,0,16,5
17,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,13,-,0,17,4
18,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,22,-,0,18,3
19,56,James Decotis,"Peabody, MA",Honda CRF 450,17,-,0,19,2
20,38,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,20,-,0,20,1
21,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,21,-,0,21,1
22,102,Matt Moss,"Nerriga, Australia",Suzuki RM-Z450,10,-,0,22,1
