POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,2,-,20,1,25
2,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,6,-,0,2,22
3,94,Ken Roczen,Germany,KTM 450 SX-F Factory Edit,10,-,0,3,20
4,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,3,-,0,4,18
5,41,Trey Canard,"Edmond, OK",Honda CRF 450,4,-,0,5,16
6,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,7,-,0,6,15
7,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,13,-,0,7,14
8,12,Jacob Weimer,"Rupert, ID",Kawasaki KX 450F,5,X,0,8,13
9,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,12,-,0,9,12
10,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,11,-,0,10,11
11,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,17,-,0,11,10
12,48,Ben Lamay,"Forney, TX",Yamaha YZ450F,14,-,0,12,9
13,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,20,-,0,13,8
14,415,Nicholas Schmidt,"Marysville , WA",Honda CRF 450,18,-,0,14,7
15,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,22,-,0,15,6
16,771,Kyle Regal,"Grand Prairie, TX",Honda CRF 450,19,-,0,16,5
17,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,9,-,0,17,4
18,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,21,-,0,18,3
19,792,Bracken Hall,"Rock Springs, WY",Honda CRF 450,16,-,0,19,2
20,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,8,-,0,20,1
21,67,Tyler Bowers,"Danville, KY",Kawasaki KX 450F,15,-,0,21,1
22,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,1,-,0,22,1
