POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,9,-,12,1,25
2,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,7,-,0,2,22
3,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,5,-,0,3,20
4,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,4,X,8,4,18
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,1,-,0,5,16
6,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,8,-,0,6,15
7,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,6,-,0,7,14
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,11,-,0,8,13
9,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,13,-,0,9,12
10,12,Jacob Weimer,"Rupert, ID",Kawasaki KX 450F,21,-,0,10,11
11,23,William Hahn,"Menifee, CA",Honda CRF 450,10,-,0,11,10
12,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,2,-,0,12,9
13,102,Matt Moss,"Nerriga, Australia",Suzuki RM-Z450,15,-,0,13,8
14,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,22,-,0,14,7
15,82,Kyle Partridge,"Canyon Lake, CA",Honda CRF 450,19,-,0,15,6
16,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,12,-,0,16,5
17,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,3,-,0,17,4
18,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,16,-,0,18,3
19,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,17,-,0,19,2
20,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,20,-,0,20,1
