POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,1,X,20,1,25
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,13,-,0,2,22
3,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,7,-,0,3,20
4,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,2,-,0,4,18
5,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,5,-,0,5,16
6,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,9,-,0,6,15
7,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,11,-,0,7,14
8,41,Trey Canard,"Edmond, OK",Honda CRF 450,4,-,0,8,13
9,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,6,-,0,9,12
10,19,Justin Bogle,"Cushing, OK",Honda CRF 450,3,-,0,10,11
11,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,8,-,0,11,10
12,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,14,-,0,12,9
13,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,15,-,0,13,8
14,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,18,-,0,14,7
15,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,16,-,0,15,6
16,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,10,-,0,16,5
17,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,12,-,0,17,4
18,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,17,-,0,18,3
19,167,Benny Bloss,"Oak Grove, MO",KTM 450 SX-F,19,-,0,19,2
20,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,22,-,0,20,1
21,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,20,-,0,21,1
22,86,Aj Catanzaro,"Savannah, GA",Kawasaki KX 450F,21,-,0,22,1
