POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,1,-,19,1,25
2,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,3,-,0,2,22
3,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,6,-,0,3,20
4,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,8,-,0,4,18
5,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,7,-,0,5,16
6,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,5,-,0,6,15
7,41,Trey Canard,"Edmond, OK",Honda CRF 450,10,-,0,7,14
8,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,14,-,0,8,13
9,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,12,-,0,9,12
10,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,4,X,1,10,11
11,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,11,-,0,11,10
12,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,15,-,0,12,9
13,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,13,-,0,13,8
14,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,19,-,0,14,7
15,15,Dean Wilson,"Wesley Chapel, FL",KTM 450 SX-F Factory Edit,2,-,0,15,6
16,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,22,-,0,16,5
17,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,16,-,0,17,4
18,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,17,-,0,18,3
19,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,20,-,0,19,2
20,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,21,-,0,20,1
21,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,18,-,0,21,1
22,19,Justin Bogle,"Cushing, OK",Honda CRF 450,9,-,0,22,1
