POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,4,-,7,1,25
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,9,-,0,2,22
3,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,3,-,13,3,20
4,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,2,-,0,4,18
5,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,14,-,0,5,16
6,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,6,-,0,6,15
7,41,Trey Canard,"Edmond, OK",Honda CRF 450,1,-,0,7,14
8,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,13,-,0,8,13
9,15,Dean Wilson,"Wesley Chapel, FL",KTM 450 SX-F Factory Edit,11,-,0,9,12
10,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,8,-,0,10,11
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,17,-,0,11,10
12,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,16,-,0,12,9
13,19,Justin Bogle,"Cushing, OK",Honda CRF 450,10,-,0,13,8
14,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,12,-,0,14,7
15,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,7,X,0,15,6
16,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,18,-,0,16,5
17,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,19,-,0,17,4
18,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,15,-,0,18,3
19,11,Kyle Chisholm,"Valrico, FL",Honda CRF 450,22,-,0,19,2
20,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,21,-,0,20,1
21,778,Lawson Bopping,Australia,Yamaha YZ450F,20,-,0,21,1
