POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,5,-,1,1,25
2,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,8,-,19,2,22
3,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,7,-,0,3,20
4,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,9,-,0,4,18
5,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,1,X,0,5,16
6,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,2,-,0,6,15
7,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,6,-,0,7,14
8,19,Justin Bogle,"Cushing, OK",Honda CRF 450,15,-,0,8,13
9,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,18,-,0,9,12
10,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,4,-,0,10,11
11,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,3,-,0,11,10
12,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,12,-,0,12,9
13,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,10,-,0,13,8
14,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,13,-,0,14,7
15,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,17,-,0,15,6
16,41,Trey Canard,"Edmond, OK",Honda CRF 450,11,-,0,16,5
17,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,19,-,0,17,4
18,45,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z450,22,-,0,18,3
19,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,14,-,0,19,2
20,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,16,-,0,20,1
21,86,Aj Catanzaro,"Savannah, GA",Kawasaki KX 450F,20,-,0,21,1
22,99,Heath Harrison,"Silverhill, AL",Kawasaki KX 450F,21,-,0,22,1
