POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,1,-,17,1,25
2,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,4,-,0,2,22
3,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,3,-,0,3,20
4,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,5,-,0,4,18
5,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,9,-,0,5,16
6,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,6,-,0,6,15
7,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,2,X,3,7,14
8,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,7,-,0,8,13
9,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,11,-,0,9,12
10,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,8,-,0,10,11
11,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,19,-,0,11,10
12,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,18,-,0,12,9
13,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,13,-,0,13,8
14,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,10,-,0,14,7
15,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,16,-,0,15,6
16,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,17,-,0,16,5
17,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,15,-,0,17,4
18,778,Lawson Bopping,Australia,Yamaha YZ450F,20,-,0,18,3
19,151,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,22,-,0,19,2
20,801,Jeff Alessi,"Victorville, CA",Suzuki RM-Z450,21,-,0,20,1
21,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,14,-,0,21,1
22,41,Trey Canard,"Edmond, OK",Honda CRF 450,12,-,0,22,1
