POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,4,-,20,1,25
2,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,1,-,0,2,22
3,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,3,-,0,3,20
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,9,-,0,4,18
5,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,2,X,0,5,16
6,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,6,-,0,6,15
7,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,10,-,0,7,14
8,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,8,-,0,8,13
9,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,5,-,0,9,12
10,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,12,-,0,10,11
11,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,7,-,0,11,10
12,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,13,-,0,12,9
13,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,11,-,0,13,8
14,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,14,-,0,14,7
15,47,Thomas Hahn,"Decatur, TX",Yamaha YZ450F,16,-,0,15,6
16,778,Lawson Bopping,Australia,Yamaha YZ450F,19,-,0,16,5
17,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,18,-,0,17,4
18,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,15,-,0,18,3
19,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,17,-,0,19,2
20,761,Cade Clason,"Chesterfield, SC",Honda CRF 450,21,-,0,20,1
21,314,Alex Ray,"Milan, TN",Honda CRF 450,20,-,0,21,1
22,240,Bryce Stewart,"Canyon Lake, CA",Yamaha YZ450F,22,-,0,22,1
