POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,1,X,20,1,25
2,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,6,-,0,2,22
3,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F Factory Edit,3,-,0,3,20
4,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,9,-,0,4,18
5,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,7,-,0,5,16
6,14,Cole Seely,"Sherman Oaks, CA",Honda CRF 450,8,-,0,6,15
7,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,2,-,0,7,14
8,12,Jacob Weimer,"Wildomar, CA",Suzuki RM-Z450,13,-,0,8,13
9,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,10,-,0,9,12
10,54,William Hahn,"Menifee, CA",Kawasaki KX 450F,12,-,0,10,11
11,28,Weston Peick,"Menifee, CA",Yamaha YZ450F,5,-,0,11,10
12,18,David Millsaps,"Murrieta, CA",KTM 450 SX-F Factory Edit,11,-,0,12,9
13,800,Mike Alessi,"Hilliard, FL",Honda CRF 450,14,-,0,13,8
14,377,Christophe Pourcel,"San Antonio, FL",Husqvarna FC450,21,-,0,14,7
15,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,16,-,0,15,6
16,55,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,17,-,0,16,5
17,778,Lawson Bopping,Australia,Yamaha YZ450F,20,-,0,17,4
18,79,Nicholas Schmidt,"Lake Elsinore, CA",Suzuki RM-Z450,19,-,0,18,3
19,34,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,15,-,0,19,2
20,761,Cade Clason,"Chesterfield, SC",Honda CRF 450,18,-,0,20,1
21,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,22,-,0,21,1
22,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,4,-,0,22,1
