POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,2,Cooper Webb,"Newport, NC",KTM 450 SX-F FE,7,-,15,1,26
2,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F FE,4,-,0,2,23
3,51,Justin Barcia,"Greenville, FL",GASGAS MC 450F,9,X,0,3,21
4,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,1,-,0,4,19
5,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC 450 RE,2,-,0,5,18
6,1,Eli Tomac,"Cortez, CO",Kawasaki KX450,14,-,0,6,17
7,27,Malcolm Stewart,"Haines City, FL",Yamaha YZ450F,10,-,0,7,16
8,16,Zach Osborne,"Clermont, FL",Husqvarna FC 450 RE,8,-,0,8,15
9,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,6,-,0,9,14
10,19,Justin Bogle,"Edmond, OK",KTM 450 SX-F FE,11,-,0,10,13
11,14,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ450F,16,-,0,11,12
12,15,Dean Wilson,"Murrieta, CA",Husqvarna FC 450 RE,19,-,0,12,11
13,20,Broc Tickle,"Holly, MI",Honda CRF450R,12,-,0,13,10
14,12,Shane Mcelrath,"Canyon Lake, CA",Honda CRF450R,22,-,0,14,9
15,40,Vince Friese,"Menifee, CA",Honda CRF450R,18,-,0,15,8
16,17,Joey Savatgy,"Clermont, FL",KTM 450 SX-F FE,13,-,0,16,7
17,36,Martin Davalos,"Tallahassee, FL",KTM 450 SX-F FE,5,-,0,17,6
18,34,Max Anstie,"Murrieta, CA",Suzuki RM-Z450,17,-,0,18,5
19,37,Benny Bloss,"Oak Grove, MO",Honda CRF450R,15,-,0,19,4
20,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,20,-,0,20,3
21,9,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX450,3,-,10,21,2
22,44,Tyler Bowers,"Lake Elsinore, CA",Kawasaki KX450,21,-,0,22,1
