POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,3,Eli Tomac,"Cortez, CO",Yamaha YZ450F,8,-,3,1,26
2,1,Cooper Webb,"Newport, NC",KTM 450 SX-F FE,1,X,15,2,23
3,23,Chase Sexton,"Clermont, FL",Honda CRF450R WE,6,-,0,3,21
4,14,Dylan Ferrandis,"Tallahassee, FL",Yamaha YZ450F,3,-,0,4,19
5,51,Justin Barcia,"Greenville, FL",GASGAS MC 450F,4,-,0,5,18
6,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F FE,10,-,0,6,17
7,27,Malcolm Stewart,"Haines City, FL",Husqvarna FC 450 RE,2,-,0,7,16
8,21,Jason Anderson,"Rio Rancho, NM",Kawasaki KX450SR,7,-,0,8,15
9,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,5,-,0,9,14
10,15,Dean Wilson,"Murrieta, CA",Husqvarna FC 450 RE,9,-,0,10,13
11,19,Justin Bogle,"Wesley Chapel, FL",Suzuki RM-Z450,19,-,0,11,12
12,62,Vince Friese,"Menifee, CA",Honda CRF450R,12,-,0,12,11
13,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,18,-,0,13,10
14,12,Shane McElrath,"Oakland, FL",KTM 450 SX-F FE,14,-,0,14,9
15,35,Garrett Marchbanks,"Coalville, UT",Yamaha YZ450F,20,-,0,15,8
16,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,11,-,0,16,7
17,41,Brandon Hartranft,"Brick, NJ",Suzuki RM-Z450,13,-,0,17,6
18,200,Ryan Breece,"Athol, ID",Yamaha YZ450F,21,-,0,18,5
19,78,Cade Clason,"Chesterfield, SC",Honda CRF450R,22,-,0,19,4
20,95,Justin Starling,"Deland, FL",GASGAS MC 450F,15,-,0,20,3
21,26,Alex Martin,"Clermont, FL",Yamaha YZ450F,16,-,0,21,2
22,91,Brandon Scharer,"Chesterfield, SC",Yamaha YZ450F,17,-,0,22,1
