POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,3,Eli Tomac,"Cortez, CO",Yamaha YZ450F,1,-,13,1,26
2,21,Jason Anderson,"Rio Rancho, NM",Kawasaki KX450SR,12,-,3,2,23
3,23,Chase Sexton,"Clermont, FL",Honda CRF450R WE,2,-,0,3,21
4,14,Dylan Ferrandis,"Tallahassee, FL",Yamaha YZ450F,5,-,0,4,19
5,27,Malcolm Stewart,"Murrieta, CA",Husqvarna FC 450 RE,9,-,0,5,18
6,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F FE,8,-,0,6,17
7,51,Justin Barcia,"Greenville, FL",GASGAS MC 450F,6,-,0,7,16
8,1,Cooper Webb,"Newport, NC",KTM 450 SX-F FE,11,-,0,8,15
9,15,Dean Wilson,"Murrieta, CA",Husqvarna FC 450 RE,14,-,0,9,14
10,12,Shane McElrath,"Oakland, FL",KTM 450 SX-F FE,10,-,0,10,13
11,34,Max Anstie,"Wesley Chapel, FL",KTM 450 SX-F,15,-,0,11,12
12,41,Brandon Hartranft,"Brick, NJ",Suzuki RM-Z450,13,-,0,12,11
13,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,4,-,4,13,10
14,19,Justin Bogle,"Wesley Chapel, FL",Suzuki RM-Z450,22,-,0,14,9
15,54,Mitchell Oldenburg,"Aledo, TX",Honda CRF450R,18,-,0,15,8
16,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,19,-,0,16,7
17,26,Alex Martin,"Clermont, FL",Yamaha YZ450F,20,-,0,17,6
18,751,Josh Hill,"Huntersville, NC",KTM 450 SX-F,21,-,0,18,5
19,200,Ryan Breece,"Athol, ID",Yamaha YZ450F,16,-,0,19,4
20,61,Fredrik Noren,"Indian Trail, NC",KTM 450 SX-F,17,-,0,20,3
21,10,Justin Brayton,"Charlotte, NC",Honda CRF450R,7,-,0,21,2
22,7,Aaron Plessinger,"Hamilton, OH",KTM 450 SX-F FE,3,-,0,22,1
