POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,1,-,10,1,25
2,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,2,-,9,2,22
3,22,Chad Reed,"Dade City, FL",Honda CRF 450,8,-,0,3,20
4,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,6,-,0,4,18
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,3,-,0,5,16
6,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,4,-,0,6,15
7,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,9,X,1,7,14
8,41,Trey Canard,"Shawnee, OK",Honda CRF 450,11,-,0,8,13
9,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,5,-,0,9,12
10,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,7,-,0,10,11
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,10,-,0,11,10
12,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,18,-,0,12,9
13,17,Eli Tomac,"Cortez, CO",Honda CRF 450,19,-,0,13,8
14,55,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,20,-,0,14,7
15,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F,14,-,0,15,6
16,85,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,16,-,0,16,5
17,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,17,-,0,17,4
18,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,13,-,0,18,3
19,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,12,-,0,19,2
