POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Villopoto,"Poulsbo, WA",Kawasaki KX 450F,1,-,0,1,25
2,41,Trey Canard,"Shawnee, OK",Honda CRF 450,4,-,0,2,22
3,22,Chad Reed,"Dade City, FL",Honda CRF 450,5,-,0,3,20
4,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,19,-,0,4,18
5,12,Jake Weimer,"Twin Falls, ID",Kawasaki KX 450F,16,X,0,5,16
6,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,18,-,0,6,15
7,29,Andrew Short,"Smithville, TX",Honda CRF 450,9,-,0,7,14
8,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,2,-,0,8,13
9,62,Matthew Goerke,Daytona ,KTM 450 SX-F,13,-,0,9,12
10,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,10,-,0,10,11
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,11,-,0,11,10
12,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,3,-,0,12,9
13,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,15,-,0,13,8
14,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,6,-,0,14,7
15,11,Kyle Chisholm,"Clearwater, FL",Yamaha YZ450F,7,-,0,15,6
16,42,Vince Friese,Missouri,Honda CRF 450,12,-,0,16,5
17,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,17,-,0,17,4
18,39,Robert Kiniry,syracuse,Yamaha YZ450F,8,-,0,18,3
