POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,1,-,14,1,25
2,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,5,-,0,2,22
3,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,2,-,6,3,20
4,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,4,X,0,4,18
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,9,-,0,5,16
6,22,Chad Reed,"Dade City, FL",Honda CRF 450,12,-,0,6,15
7,29,Andrew Short,"Smithville, TX",KTM 450 SX-F,6,-,0,7,14
8,62,Matthew Goerke,"Lake Helen, FL",KTM 450 SX-F,10,-,0,8,13
9,17,Eli Tomac,"Cortez, CO",Honda CRF 450,15,-,0,9,12
10,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,20,-,0,10,11
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,14,-,0,11,10
12,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,18,-,0,12,9
13,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,13,-,0,13,8
14,49,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,16,-,0,14,7
15,85,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,17,-,0,15,6
16,64,Justin Sipes,"Flaherty, KY",Kawasaki KX 450F,11,-,0,16,5
17,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,7,-,0,17,4
18,39,Robert Kiniry,"Holland Patent, NY",Yamaha YZ450F,19,-,0,18,3
19,41,Trey Canard,"Shawnee, OK",Honda CRF 450,3,-,0,19,2
20,12,Jake Weimer,"Rupert, ID",Kawasaki KX 450F,8,-,0,20,1
