POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,18,David Millsaps,"Murrieta, CA",Suzuki RM-Z450,3,X,20,1,25
2,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,10,-,0,2,22
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,7,-,0,3,20
4,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,1,-,0,4,18
5,22,Chad Reed,"Dade City, FL",Honda CRF 450,6,-,0,5,16
6,1,Ryan Villopoto,"Poulsbo, WA",Kawasaki KX 450F,2,-,0,6,15
7,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,14,-,0,7,14
8,41,Trey Canard,"Shawnee, OK",Honda CRF 450,5,-,0,8,13
9,29,Andrew Short,"Smithville, TX",Honda CRF 450,4,-,0,9,12
10,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,18,-,0,10,11
11,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,11,-,0,11,10
12,62,Matthew Goerke,Daytona ,KTM 450 SX-F,12,-,0,12,9
13,47,Matthew Lemoine,"Baton Rouge, Louisiana",Kawasaki KX 450F,9,-,0,13,8
14,46,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,16,-,0,14,7
15,69,Pj Larsen,"Murrieta, CA",Honda CRF 450,15,-,0,15,6
16,39,Robert Kiniry,syracuse,Yamaha YZ450F,13,-,0,16,5
17,84,Chris Blose,"Phoenix, AZ",Yamaha YZ450F,8,-,0,17,4
18,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,19,-,0,18,3
19,57,Ben Lamay,"Puyallup, WA",Yamaha YZ450F,17,-,0,19,2
20,85,Kyle Partridge,Nevada,Suzuki RM-Z450,20,-,0,20,1
