POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,1,-,15,1,25
2,1,Justin Bogle,"Cushing, OK",Honda CRF 250,3,-,0,2,22
3,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,4,-,0,3,20
4,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,6,-,0,4,18
5,80,Rj Hampshire,"Hudson, FL",Honda CRF 250,2,-,0,5,16
6,49,James Decotis,"Peabody, MA",Honda CRF 250,5,-,0,6,15
7,55,Kyle Peters,"Greensboro, NC",Honda CRF 250,18,-,0,7,14
8,62,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,17,-,0,8,13
9,52,Mitchell Oldenburg,"Alvord, TX",Yamaha YZ250F,11,-,0,9,12
10,47,Martin Davalos,"Cairo, GA",Husqvarna FC250,9,-,0,10,11
11,35,Kyle Cunningham,"Aledo, TX",Honda CRF 250,12,-,0,11,10
12,126,Jordon Smith,"Belmont, NC",Honda CRF 250,7,-,0,12,9
13,45,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,8,-,0,13,8
14,343,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,10,-,0,14,7
15,986,Colt Nichols,"Muskogee, OK",Honda CRF 250,15,-,0,15,6
16,73,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,19,-,0,16,5
17,77,Justin Starling,"Deland, FL",Yamaha YZ250F,20,-,0,17,4
18,88,Dakota Alix,"Jay, VT",KTM 250 SX-F,13,X,0,18,3
19,79,Jace Owen,"Mattoon, IL",Honda CRF 250,16,-,0,19,2
20,64,Aj Catanzaro,"Portland, CT",Suzuki RM-Z250,22,-,0,20,1
21,95,Nick Gaines,"Ringgold, GA",Kawasaki KX 250F,14,-,0,21,1
22,337,Nick Desiderio,"New Vernon, NJ",Yamaha YZ250F,21,-,0,22,1
